date,t,time_label,price,load_kw,pv_kw,pvfc_kw,q_kwh,charge_kwh,discharge_kwh,E_kwh,kappa_plan_kwh,emergency_kwh,kappa_act_kwh,surplus_kwh,y_binary
2025-02-01,60,9:50-10:00,0.9977,4071.53,5364.1125,5817.8346,0,291.0507667,0,2474.598165,0,75.62035,0,-75.62035,1
2025-02-01,61,10:00-10:10,0.9919,4268.5932,5471.099,7046.6046,0,463.0019,0,2891.299875,0,262.5842667,0,-262.5842667,1
2025-02-01,62,10:10-10:20,0.9588,4240.2423,5601.7634,7046.6046,0,467.72705,0,3312.25422,0,240.8068667,0,-240.8068667,1
2025-02-01,63,10:20-10:30,0.9549,4001.96,5755.3125,7046.6046,0,507.4407667,0,3768.95091,0,215.21535,0,-215.21535,1
2025-02-01,64,10:30-10:40,0.9839,4072.3226,5878.849,7046.6046,0,495.7136667,0,4215.09321,0,194.6259333,0,-194.6259333,1
2025-02-01,65,10:40-10:50,0.799,4068.783,6128.0874,7046.6046,0,496.3036,0,4661.76645,0,153.0862,0,-153.0862,1
2025-02-01,66,10:50-11:00,0.5025,3917.55,6361.65,7046.6046,0,521.5091,0,5131.12464,0,114.1591,0,-114.1591,1
2025-02-01,67,11:00-11:10,0.4662,3946.1661,6277.0669,6729.8795,0,463.9522333,0,5548.68165,0,75.46876667,0,-75.46876667,1
2025-02-01,68,11:10-11:20,0.5007,3936.6103,6308.0507,6729.8795,0,465.5448667,0,5967.67203,0,70.3048,0,-70.3048,1
2025-02-01,69,11:20-11:30,0.4827,3927.21,6594.375,6729.8795,0,467.1115833,0,6388.072455,0,22.58408333,0,-22.58408333,1
2025-02-01,70,11:30-11:40,0.4785,4153.2513,6817.8939,6729.8795,0,429.4380333,0,6774.566685,0,0,14.66906667,14.66906667,1
2025-02-01,71,11:40-11:50,0.4662,4080.8969,6770.5009,6729.8795,0,441.4971,0,7171.914075,0,0,6.770233333,6.770233333,1
2025-02-01,72,11:50-12:00,0.4432,3840.2,6603.9375,6729.8795,0,481.61325,0,7605.366,0,20.99033333,0,-20.99033333,1
2025-02-01,73,12:00-12:10,0.4411,4061.0483,6632.8992,6041.7638,0,330.11925,0,7902.473325,0,0,98.52256667,98.52256667,1
2025-02-01,74,12:10-12:20,0.4551,3978.5628,6536.8864,6041.7638,0,343.8668333,0,8211.953475,0,0,82.52043333,82.52043333,1
2025-02-01,75,12:20-12:30,0.4463,3564.13,6314.475,6041.7638,0,412.9389667,0,8583.598545,0,0,45.45186667,45.45186667,1
2025-02-01,76,12:30-12:40,0.4113,3606.685,6312.5866,6041.7638,0,405.8464667,0,8948.860365,0,0,45.13713333,45.13713333,1
2025-02-01,77,12:40-12:50,0.5682,3800.0122,6353.9385,6041.7638,0,373.6252667,0,9285.123105,0,0,52.02911667,52.02911667,1
2025-02-01,78,12:50-13:00,0.8279,3832.09,6313.35,6041.7638,0,368.2789667,0,9616.574175,0,0,45.26436667,45.26436667,1
2025-02-01,79,13:00-13:10,0.8636,3716.2454,6246.1375,5020.7001,0,217.4091167,0,9812.24238,0,0,204.2395667,204.2395667,1
2025-02-01,80,13:10-13:20,0.8416,3639.0264,6175.373,5020.7001,0,230.27895,0,10019.49344,0,0,192.4454833,192.4454833,1
2025-02-01,81,13:20-13:30,0.8618,3642.08,6103.6875,5020.7001,0,229.7700167,0,10226.28645,0,0,180.4979,180.4979,1
2025-02-01,82,13:30-13:40,0.8623,3637.91,5992.7643,5020.7001,0,230.4650167,0,10433.70497,0,0,162.0107,162.0107,1
2025-02-01,83,13:40-13:50,0.9026,3749.5633,5691.8061,5020.7001,0,211.8561333,0,10624.37549,0,0,111.851,111.851,1
2025-02-01,84,13:50-14:00,0.9754,3849.87,5251.125,5020.7001,0,195.13835,0,10800,0,0,38.40415,38.40415,1
2025-02-01,85,14:00-14:10,1.0002,3676.3403,4893.7405,3272.3774,0,0,67.32715,10725.19206,0,0,270.2271833,270.2271833,0
2025-02-01,86,14:10-14:20,0.9978,3619.6065,4617.2194,3272.3774,0,0,57.87151667,10660.89037,0,0,224.1403333,224.1403333,0
2025-02-01,87,14:20-14:30,1.0271,3664.87,4364.4,3272.3774,0,0,65.41543333,10588.20656,0,0,182.0037667,182.0037667,0
2025-02-01,88,14:30-14:40,1.0906,3429.7385,4104.4044,3272.3774,0,0,26.22685,10559.06561,0,0,138.6711667,138.6711667,0
2025-02-01,89,14:40-14:50,0.9376,3327.5652,3890.1686,3272.3774,0,0,9.197966667,10548.84565,0,0,102.9652,102.9652,0
2025-02-01,90,14:50-15:00,0.6694,3473.54,3688.35,3272.3774,33.5271,0,0,10548.84565,0,0,69.32876667,69.32876667,0
2025-02-01,91,15:00-15:10,0.66,3562.932,3392.3571,1309.8672,654.5711909,279.0603909,0,10800,0,0,347.08165,347.08165,1
2025-02-01,92,15:10-15:20,0.7217,3620.2202,3032.6158,1309.8672,385.0588333,0,0,10800,0,0,287.1247667,287.1247667,0
2025-02-01,93,15:20-15:30,0.7308,3651.93,2703.825,1309.8672,390.3438,0,0,10800,0,0,232.3263,232.3263,0
2025-02-01,94,15:30-15:40,0.7534,3580.7319,2481.7698,1309.8672,378.47745,0,0,10800,0,0,195.3171,195.3171,0
2025-02-01,95,15:40-15:50,0.7823,3420.6657,2255.8374,1309.8672,351.79975,0,0,10800,0,0,157.6617,157.6617,0
2025-02-01,96,15:50-16:00,0.8055,3292.5,1973.5875,1309.8672,330.4388,0,0,10800,0,0,110.62005,110.62005,0
2025-02-01,97,16:00-16:10,0.8271,3324.4944,1687.0443,275.2273,508.2111833,0,0,10800,0,0,235.3028333,235.3028333,0
2025-02-01,98,16:10-16:20,0.8519,3354.2164,1442.6491,275.2273,513.16485,0,-0,10800,0,0,194.5703,194.5703,0
2025-02-01,99,16:20-16:30,0.8791,3378.64,1214.175,275.2273,517.23545,0,-0,10800,0,0,156.4912833,156.4912833,0
2025-02-01,100,16:30-16:40,0.9024,3481.7178,933.1142,275.2273,534.4150833,0,0,10800,0,0,109.6478167,109.6478167,0
2025-02-01,101,16:40-16:50,0.9163,3196.9081,640.2688,275.2273,486.9468,0,0,10800,0,0,60.84025,60.84025,0
2025-02-01,102,16:50-17:00,0.9264,2680.68,358.2375,275.2273,400.9087833,0,0,10800,0,0,13.83503333,13.83503333,0
2025-02-01,103,17:00-17:10,0.9462,2601.2611,95.3846,0,433.5435167,0,-0,10800,0,0,15.89743333,15.89743333,0
2025-02-01,104,17:10-17:20,0.9742,2638.6848,0,0,439.7808,0,-0,10800,0,0,0,0,0
2025-02-01,105,17:20-17:30,0.9862,2616.82,0,0,436.1366667,0,0,10800,0,0,0,0,0
2025-02-01,106,17:30-17:40,0.976,2675.971,4.1367,0,445.9951667,0,0,10800,0,0,0.68945,0.68945,0
2025-02-01,107,17:40-17:50,1.0742,2639.3558,0,0,0,0,439.8926333,10311.23041,0,0,0,0,0
2025-02-01,108,17:50-18:00,1.2313,2570.82,0,0,0,0,428.47,9835.15263,0,0,0,0,0
2025-02-01,109,18:00-18:10,1.2561,2725.1073,0.297,0,0,0,454.18455,9330.50313,0,0,0.0495,0.0495,0
2025-02-01,110,18:10-18:20,1.2447,2833.5919,0,0,0,0,472.2653167,8805.763889,0,0,0,0,0
2025-02-01,111,18:20-18:30,1.2545,2725.01,0,0,0,0,454.1683333,8301.132407,0,0,0,0,0
2025-02-01,112,18:30-18:40,1.2522,2510.2571,0.0213,0,0,0,418.3761833,7836.269981,0,0,0.00355,0.00355,0
2025-02-01,113,18:40-18:50,1.2881,2484.4934,0,0,0,0,414.0822333,7376.178611,0,0,0,0,0
2025-02-01,114,18:50-19:00,1.3466,2592.83,0,0,0,0,432.1383333,6896.024907,0,0,0,0,0
2025-02-01,115,19:00-19:10,1.3523,2544.0862,0.0015,0,0,0,424.0143667,6424.897833,0,0,0.00025,0.00025,0
2025-02-01,116,19:10-19:20,1.3445,2654.4748,0,0,0,0,442.4124667,5933.328426,0,0,0,0,0
2025-02-01,117,19:20-19:30,1.3483,2902.48,0,0,0,0,483.7466667,5395.83213,0,0,0,0,0
2025-02-01,118,19:30-19:40,1.349,2887.1068,0,0,0,0,481.1844667,4861.182722,0,0,0,0,0
2025-02-01,119,19:40-19:50,1.3473,2668.5956,0,0,0,0,444.7659333,4366.998352,0,0,0,0,0
2025-02-01,120,19:50-20:00,1.3482,2508.57,0,0,0,0,418.095,3902.448352,0,0,0,0,0
2025-02-01,121,20:00-20:10,1.3513,2620.4431,0,0,0,0,436.7405167,3417.181111,0,0,0,0,0
2025-02-01,122,20:10-20:20,1.34,2716.1871,0,0,0,0,452.69785,2914.1835,0,0,0,0,0
2025-02-01,123,20:20-20:30,1.3489,2699.81,0,0,0,0,449.9683333,2414.218685,0,0,0,0,0
2025-02-01,124,20:30-20:40,1.3952,2730.4002,0,0,0,0,455.0667,1908.589019,0,0,0,0,0
2025-02-01,125,20:40-20:50,1.2226,2724.0742,0,0,0,0,454.0123667,1404.130833,0,0,0,0,0
2025-02-01,126,20:50-21:00,0.9332,2756.43,0,0,459.405,0,0,1404.130833,0,0,0,0,0
2025-02-01,127,21:00-21:10,0.9068,2984.5246,0,0,497.4207667,0,0,1404.130833,0,0,0,0,0
2025-02-01,128,21:10-21:20,0.9371,3019.6988,0,0,503.2831333,0,0,1404.130833,0,0,0,0,0
2025-02-01,129,21:20-21:30,0.9371,2865.34,0,0,477.5566667,0,0,1404.130833,0,0,0,0,0
2025-02-01,130,21:30-21:40,0.9871,2874.8157,0,0,295.4182,0,183.71775,1200,0,0,0,0,0
2025-02-01,131,21:40-21:50,0.7764,2701.2246,0,0,450.2041,0,-0,1200,0,0,0,0,0
2025-02-01,132,21:50-22:00,0.4209,2352.51,0,0,1225.418333,833.3333333,0,1950,0,0,0,0,1
2025-02-01,133,22:00-22:10,0.3859,2230.6189,0,0,1205.10315,833.3333333,0,2700,0,0,0,0,1
2025-02-01,134,22:10-22:20,0.4368,2181.4693,0,0,363.5782167,0,0,2700,0,0,0,0,0
2025-02-01,135,22:20-22:30,0.4198,2154.94,0,0,1192.49,833.3333333,0,3450,0,0,0,0,1
2025-02-01,136,22:30-22:40,0.4186,2292.3043,0,0,1215.38405,833.3333333,0,4200,0,0,0,0,1
2025-02-01,137,22:40-22:50,0.4241,2503.0105,0,0,417.1684167,0,0,4200,0,0,0,0,0
2025-02-01,138,22:50-23:00,0.4237,2590.78,0,0,1265.13,833.3333333,0,4950,0,0,0,0,1
2025-02-01,139,23:00-23:10,0.4248,2438.7897,0,0,406.46495,0,0,4950,0,0,0,0,0
2025-02-01,140,23:10-23:20,0.424,2405.7592,0,0,400.9598667,0,0,4950,0,0,0,0,0
2025-02-01,141,23:20-23:30,0.422,2459.67,0,0,1243.278333,833.3333333,0,5700,0,0,0,0,1
2025-02-01,142,23:30-23:40,0.424,2323.4202,0,0,720.5700333,333.3333333,0,6000,0,0,0,0,1
2025-02-01,143,23:40-23:50,0.4271,2728.2609,0,0,454.71015,0,0,6000,0,0,0,0,0
2025-02-01,144,23:50-24:00,0.4276,3484.94,0,0,580.8233333,0,0,6000,0,0,0,0,0
2025-02-02,1,0:00-0:10,0.4248,3591.9843,0,0,1431.997383,833.3333333,0,6750,0,0,0,0,1
2025-02-02,2,0:10-0:20,0.4245,3490.4069,0,0,1415.067817,833.3333333,0,7500,0,0,0,0,1
2025-02-02,3,0:20-0:30,0.4269,3507.56,0,0,1417.926667,833.3333333,0,8250,0,0,0,0,1
2025-02-02,4,0:30-0:40,0.4272,3516.6172,0,0,1419.4362,833.3333333,0,9000,0,0,0,0,1
2025-02-02,5,0:40-0:50,0.4271,3523.1812,0,0,1420.5302,833.3333333,0,9750,0,0,0,0,1
2025-02-02,6,0:50-1:00,0.4285,3576.44,0,0,596.0733333,0,0,9750,0,0,0,0,0
2025-02-02,7,1:00-1:10,0.4311,3672.3289,0,0,612.0548167,0,0,9750,0,0,0,0,0
2025-02-02,8,1:10-1:20,0.4302,3589.9458,0,0,598.3243,0,0,9750,0,0,0,0,0
2025-02-02,9,1:20-1:30,0.4279,3433.4,0,0,905.5666667,333.3333333,0,10050,0,0,0,0,1
2025-02-02,10,1:30-1:40,0.4312,3549.9164,0,0,591.6527333,0,0,10050,0,0,0,0,0
2025-02-02,11,1:40-1:50,0.4333,3745.7742,0,0,624.2957,0,0,10050,0,0,0,0,0
2025-02-02,12,1:50-2:00,0.4311,3771.99,0,0,628.665,0,0,10050,0,0,0,0,0
2025-02-02,13,2:00-2:10,0.4293,3594.4447,0,0,599.0741167,0,0,10050,0,0,0,0,0
2025-02-02,14,2:10-2:20,0.4324,3671.1635,0,0,611.8605833,0,0,10050,0,0,0,0,0
2025-02-02,15,2:20-2:30,0.4367,3882.83,0,0,647.1383333,0,0,10050,0,0,0,0,0
2025-02-02,16,2:30-2:40,0.4348,3711.2114,0,0,618.5352333,0,0,10050,0,0,0,0,0
2025-02-02,17,2:40-2:50,0.4335,3797.0551,0,0,632.8425167,0,0,10050,0,0,0,0,0
2025-02-02,18,2:50-3:00,0.4357,4096.45,0,0,682.7416667,0,0,10050,0,0,0,0,0
2025-02-02,19,3:00-3:10,0.4374,3901.7476,0,0,650.2912667,0,0,10050,0,0,0,0,0
2025-02-02,20,3:10-3:20,0.4371,3751.7022,0,0,625.2837,0,0,10050,0,0,0,0,0
2025-02-02,21,3:20-3:30,0.4356,3892.96,0,0,648.8266667,0,0,10050,0,0,0,0,0
2025-02-02,22,3:30-3:40,0.4353,4003.4218,0,0,667.2369667,0,0,10050,0,0,0,0,0
2025-02-02,23,3:40-3:50,0.436,3951.333,0,0,658.5555,0,0,10050,0,0,0,0,0
2025-02-02,24,3:50-4:00,0.4378,3825.93,0,0,637.655,0,0,10050,0,0,0,0,0
2025-02-02,25,4:00-4:10,0.4401,3819.9275,0,0,636.6545833,0,0,10050,0,0,0,0,0
2025-02-02,26,4:10-4:20,0.4389,3875.44,0,0,645.9066667,0,0,10050,0,0,0,0,0
2025-02-02,27,4:20-4:30,0.4364,3917.79,0,0,652.965,0,0,10050,0,0,0,0,0
2025-02-02,28,4:30-4:40,0.4393,3937.5329,0,0,656.2554833,0,0,10050,0,0,0,0,0
2025-02-02,29,4:40-4:50,0.4422,3992.324,0.0014,0,665.3873333,0,0,10050,0,0,0.0002333333333,0.0002333333333,0
2025-02-02,30,4:50-5:00,0.4395,4086.2,0,0,681.0333333,0,0,10050,0,0,0,0,0
2025-02-02,31,5:00-5:10,0.4333,4146.1246,0,0,691.0207667,0,0,10050,0,0,0,0,0
2025-02-02,32,5:10-5:20,0.4439,4075.3387,0.0189,0,679.2231167,0,0,10050,0,0,0.00315,0.00315,0
2025-02-02,33,5:20-5:30,0.4301,3887.68,0,0,647.9466667,0,0,10050,0,0,0,0,0
2025-02-02,34,5:30-5:40,0.3713,3800.9682,0,0,1466.828033,833.3333333,0,10800,0,0,0,0,1
2025-02-02,35,5:40-5:50,0.5708,4342.6923,0.2639,0,723.78205,-0,0,10800,0,0,0.04398333333,0.04398333333,0
2025-02-02,36,5:50-6:00,0.9099,5133.2,0,0,22.2,0,833.3333333,9874.074074,0,0,0,0,0
2025-02-02,37,6:00-6:10,0.9368,5203.4971,0,375.2276,0,0,804.7115833,8979.950093,0,62.53793333,0,-62.53793333,0
2025-02-02,38,6:10-6:20,0.8758,5131.6891,3.6762,375.2276,548.2176833,0,244.5259,8708.254648,0,61.92523333,0,-61.92523333,0
2025-02-02,39,6:20-6:30,0.8759,5241.01,0,375.2276,0,0,810.9637333,7807.183833,0,62.53793333,0,-62.53793333,0
2025-02-02,40,6:30-6:40,0.8601,5256.0742,0,375.2276,813.4744333,0,0,7807.183833,0,62.53793333,0,-62.53793333,0
2025-02-02,41,6:40-6:50,0.8442,5123.0993,114.5793,375.2276,791.31195,0,0,7807.183833,0,43.44138333,0,-43.44138333,0
2025-02-02,42,6:50-7:00,0.8334,4993.59,386.0625,375.2276,769.7270667,0,0,7807.183833,0,0,1.805816667,1.805816667,0
2025-02-02,43,7:00-7:10,0.8092,5070.2148,657.2329,2068.4134,500.3002333,0,0,7807.183833,0,235.19675,0,-235.19675,0
2025-02-02,44,7:10-7:20,0.7972,5192.5144,940.4696,2068.4134,520.6835,0,0,7807.183833,0,187.9906333,0,-187.9906333,0
2025-02-02,45,7:20-7:30,0.7644,5177.86,1238.4,2068.4134,518.2411,0,0,7807.183833,0,138.3355667,0,-138.3355667,0
2025-02-02,46,7:30-7:40,0.6899,5107.2798,1513.0005,2068.4134,1339.811067,833.3333333,0,8557.183833,0,92.56881667,0,-92.56881667,1
2025-02-02,47,7:40-7:50,0.86,5778.338,1766.4526,2068.4134,618.3207667,0,0,8557.183833,0,50.3268,0,-50.3268,0
2025-02-02,48,7:50-8:00,1.1617,6861.82,1994.925,2068.4134,0,0,798.9011,7669.515944,0,12.24806667,0,-12.24806667,0
2025-02-02,49,8:00-8:10,1.1683,7139.7466,2202.7585,4083.9989,0,0,509.2912833,7103.636741,0,313.5400667,0,-313.5400667,0
2025-02-02,50,8:10-8:20,1.0956,7041.3312,2488.076,4083.9989,0,0,492.8887167,6555.982611,0,265.98715,0,-265.98715,0
2025-02-02,51,8:20-8:30,1.0849,7005.21,2849.8125,4083.9989,0,0,486.8685167,6015.017593,0,205.6977333,0,-205.6977333,0
2025-02-02,52,8:30-8:40,1.061,7028.9548,3188.1898,4083.9989,0,0,490.8259833,5469.655389,0,149.3015167,0,-149.3015167,0
2025-02-02,53,8:40-8:50,1.043,7017.2375,3500.7317,4083.9989,0,0,488.8731,4926.463056,0,97.2112,0,-97.2112,0
2025-02-02,54,8:50-9:00,1.036,6958.18,3830.9625,4083.9989,0,0,479.0301833,4394.207296,0,42.17273333,0,-42.17273333,0
2025-02-02,55,9:00-9:10,1.0147,6935.0691,4206.0361,5106.4019,0,0,304.7778667,4055.565222,0,150.0609667,0,-150.0609667,0
2025-02-02,56,9:10-9:20,0.9922,6996.679,4513.9776,5106.4019,0,0,315.0461833,3705.513907,0,98.73738333,0,-98.73738333,0
2025-02-02,57,9:20-9:30,0.97,7027.62,4781.925,5106.4019,0,0,320.2030167,3349.732778,0,54.07948333,0,-54.07948333,0
2025-02-02,58,9:30-9:40,0.9422,6860.5787,5126.7424,5106.4019,0,0,292.3628,3024.885222,0,0,3.390083333,3.390083333,0
2025-02-02,59,9:40-9:50,0.9569,6729.1115,5340.6791,5106.4019,0,0,270.4516,2724.383444,0,0,39.0462,39.0462,0
2025-02-02,60,9:50-10:00,0.9977,6761.89,5427.7125,5106.4019,0,0,275.9146833,2417.811574,0,0,53.55176667,53.55176667,0
2025-02-02,61,10:00-10:10,0.9919,6859.4615,5594.9043,5942.0848,0,0,152.8961167,2247.927,0,57.86341667,0,-57.86341667,0
2025-02-02,62,10:10-10:20,0.9588,6845.7405,5693.5408,5942.0848,0,0,150.6092833,2080.583352,0,41.424,0,-41.424,0
2025-02-02,63,10:20-10:30,0.9549,6724.95,5734.5,5942.0848,0,0,130.4775333,1935.608315,0,34.59746667,0,-34.59746667,0
2025-02-02,64,10:30-10:40,0.9839,6674.3697,5914.7178,5942.0848,0,0,122.0474833,1800,0,4.561166667,0,-4.561166667,0
2025-02-02,65,10:40-10:50,0.799,6765.9436,6167.1421,5942.0848,137.3098,0,0,1800,0,0,37.50955,37.50955,0
2025-02-02,66,10:50-11:00,0.5025,6843.27,6330.4875,5942.0848,983.5308667,833.3333333,0,2550,0,0,64.73378333,64.73378333,1
2025-02-02,67,11:00-11:10,0.4662,6688.1647,6325.0392,6336.8078,891.8928167,833.3333333,0,3300,0,1.961433333,0,-1.961433333,1
2025-02-02,68,11:10-11:20,0.5007,6621.1787,6476.9104,6336.8078,880.7284833,833.3333333,0,4050,0,0,23.35043333,23.35043333,1
2025-02-02,69,11:20-11:30,0.4827,6792.25,6705.825,6336.8078,909.2403667,833.3333333,0,4800,0,0,61.50286667,61.50286667,1
2025-02-02,70,11:30-11:40,0.4785,6965.5774,6635.3033,6336.8078,938.1282667,833.3333333,0,5550,0,0,49.74925,49.74925,1
