date,incumbent,solver_status,solver_message,objective,best_bound,mip_gap,node_count,runtime_seconds,q_plan,cost_plan,emergency_energy,cost_em,cost_total,emergency_periods,emergency_segments,charge_total,discharge_total,curtail_plan_total,curtail_act_total,E_0,E_144,gates_all_pass
2025-02-13,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),47298.60311036335,47298.60311036335,0.0,1.0,0.0663803999996162,77352.8109393004,47298.60311036335,2253.243933333333,10686.983196291667,57985.586306655016,24,8,22918.85485596707,18564.272433333328,0.0,3921.9934333333326,6000.0,6000.0,True
2025-02-14,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),18580.44027698846,18580.44027698846,0.0,1.0,0.15481570000338252,35053.60619650205,18580.440276988455,2145.6427109053498,8506.124542111214,27086.56481909967,32,9,17188.58074074074,13922.750399999997,1621.4665057613142,4131.616749999997,6000.0,6000.0,True
2025-02-15,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),19071.478976185514,19071.478976185514,0.0,1.0,0.12054120000175317,35272.93437139918,19071.478976185514,2883.532133333334,13341.472953008333,32412.95192919385,25,2,16066.773621399178,13014.086633333334,398.86053333333246,5823.688416666665,6000.0,6000.0,True
2025-02-16,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),52194.90746154703,52194.90746154703,0.0,1.0,0.03366689999893424,83983.55094279835,52194.90746154703,2289.82855,10519.471401991665,62714.378863538695,27,5,24794.175576131685,20083.282216666666,0.0,6185.107033333333,6000.0,6000.0,True
2025-02-17,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),51249.08094626354,51249.08094626354,0.0,1.0,0.03551270000025397,83470.8265627572,51249.08094626354,1544.423833333333,6826.742498516664,58075.8234447802,17,5,23781.134979423867,19262.71933333333,0.0,9312.971583333332,6000.0,6000.0,True
2025-02-18,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),45992.52930863216,45992.52930863216,0.0,1.0,0.0662229000008665,74806.81433583333,45992.52930863216,4040.0406499999985,15708.496726691661,61701.02603532383,45,4,22570.87475,18282.408547500003,0.0,2467.0009999999993,6000.0,6000.0,True
2025-02-19,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),46682.39997350102,46682.39997350102,0.0,1.0,0.0833478999993531,75753.29759418723,46682.39997350102,4170.682766666667,17830.660013583332,64513.05998708436,42,7,24000.519881687236,19440.421104166664,0.0,2484.5541999999996,6000.0,6000.0,True
2025-02-20,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),47685.15891770666,47685.15891770666,0.0,1.0,0.07682959999874583,77965.56229933332,47685.15891770666,2190.7479166666662,10294.756191908331,57979.915109614994,20,7,23200.6514,18792.527634,0.0,4755.052716666665,6000.0,6000.0,True
2025-02-21,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),17725.62564696613,17725.62564696613,0.0,1.0,0.18444330000056652,33663.921533744855,17725.625646966128,1877.9554666666659,7836.416896908331,25562.042543874457,27,8,16249.283744855962,13161.919833333333,3784.538788888891,6894.251055555559,6000.0,6000.0,True
2025-02-22,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),18058.29903873642,18058.29903873642,0.0,1.0,0.11254489999919315,33820.62886831275,18058.29903873642,1931.443566666666,8052.879911374996,26111.178950111414,24,6,16071.037201646091,13017.540133333334,2284.08903333333,4853.8124833333295,6000.0,6000.0,True
2025-02-23,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),47315.92263918992,47315.922639189914,0.0,1.0,0.10857000000032713,77510.8454184465,47315.922639189914,3731.595300000001,17865.90547845834,65181.828117648256,31,4,23385.740974279834,18942.450189166666,0.0,5267.29625,6000.0,6000.0,True
2025-02-24,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),45704.505830192196,45704.505830192196,0.0,1.0,0.09973539999919012,73823.07381316871,45704.505830192196,3828.6805666666664,15130.387130574998,60834.892960767196,34,5,23756.91927983539,19243.10461666667,0.0,4934.9061,6000.0,6000.0,True
2025-02-25,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),47081.585025128596,47081.585025128596,0.0,1.0,0.10027509999781614,76740.34084362138,47081.58502512859,1372.4479833333335,6339.975713591666,53421.560738720254,14,5,23002.850843621396,18632.30918333333,0.0,7920.9239333333335,6000.0,6000.0,True
2025-02-26,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),42323.21422521393,42323.214225213924,0.0,1.0,0.07936200000040117,69840.53613312758,42323.21422521393,5311.906549999998,22158.16013054999,64481.374355763925,45,8,22580.725349794237,18290.387533333334,0.0,2047.2568333333331,6000.0,6000.0,True
2025-02-27,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),43341.52303665647,43341.52303665647,0.0,1.0,0.07591840000168304,70695.47325925925,43341.52303665648,3641.579633333333,17132.539749274998,60474.06278593148,36,8,22576.365925925922,18286.856400000004,0.0,3090.959166666667,6000.0,6000.0,True
2025-02-28,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),17345.789542391667,17345.789542391667,0.0,1.0,0.15014130000054138,32508.672199999997,17345.789542391663,2655.364516666667,9789.906384666669,27135.695927058332,25,3,16000.000000000002,12960.0,7622.215349999997,8831.443166666664,6000.0,6000.0,True
2025-03-01,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),17511.965149326883,17511.965149326883,0.0,1.0,0.12296369999967283,32356.778452166665,17511.965149326883,2013.0790499999996,8807.176993474997,26319.14214280188,22,5,16022.112116666667,12977.9108145,0.0,7666.890266666665,6000.0,6000.0,True
2025-03-02,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),47366.82124148706,47366.821241487065,0.0,1.0,0.1609601999989536,77374.23705766667,47366.821241487065,4036.2710999999995,18523.482744066667,65890.30398555374,33,2,24469.167233333334,19820.025459,0.0,4403.059316666667,6000.0,6000.0,True
2025-03-03,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),49118.737125756845,49118.73712575685,0.0,1.0,0.11887380000189296,79963.17138065843,49118.737125756845,2248.5450499999997,10166.411226166665,59285.14835192351,26,6,24548.836213991774,19884.557333333334,0.0,5530.290916666667,6000.0,6000.0,True
2025-03-04,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),43060.38214933308,43060.38214933308,0.0,1.0,0.0726451000009547,70750.44928456789,43060.38214933309,5256.6419000000005,21481.233121200003,64541.61527053309,47,5,22254.98790123457,18026.5402,0.0,2579.1855499999997,6000.0,6000.0,True
2025-03-05,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),45162.06237272797,45162.062372727974,0.0,1.0,0.10337389999767765,74326.74727696707,45162.062372727974,2332.448449999999,10774.735863624994,55936.798236352966,24,4,22823.750755967074,18487.238112333333,0.0,6192.211066666666,6000.0,6000.0,True
2025-03-06,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),42375.351242097655,42375.351242097655,0.0,1.0,0.09824039999875822,69316.12837037037,42375.35124209765,4413.190983333333,20452.24829115833,62827.599533255976,34,4,22721.34537037037,18404.28975,0.0,3471.6096,6000.0,6000.0,True
2025-03-07,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),17107.876272460988,17107.876272460988,0.0,1.0,0.07863809999980731,31521.209254526744,17107.876272460988,1526.3561333333337,6390.836808591666,23498.713081052654,14,4,16199.182304526748,13121.337666666666,3850.938866666668,9047.435216666669,6000.0,6000.0,True
2025-03-08,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),16420.634319513334,16420.634319513334,0.0,1.0,0.071442799999204,30757.892549999997,16420.634319513334,1664.0392263374483,6684.116801269649,23104.75112078298,15,4,16001.845226337446,12961.49463333333,8242.128773662553,10318.44166666667,6000.0,6000.0,True
2025-03-09,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),44648.23808924535,44648.23808924536,0.0,1.0,0.07571850000022096,73464.9813781111,44648.23808924535,2924.5389000000005,13786.968225650002,58435.20631489535,22,1,23146.19041111111,18748.414233,0.0,8658.21905,6000.0,6000.0,True
2025-03-10,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),42543.11561869293,42543.11561869293,0.0,1.0,0.06143819999851985,70684.44720563167,42543.11561869293,4572.737433333333,21015.181697216667,63558.2973159096,38,7,22030.848626131687,17844.987387166668,0.0,3029.2519499999994,6000.0,6000.0,True
2025-03-11,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),38130.51552742224,38130.51552742224,0.0,1.0,0.0916947000005166,61363.84376748971,38130.515527422234,8871.201700000001,36160.68115336667,74291.19668078891,49,4,21062.346934156376,17060.501016666665,0.0,2294.2807500000004,6000.0,6000.0,True
2025-03-12,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),43714.68032943381,43714.6803294338,0.0,1.0,0.06303979999938747,71617.0534329218,43714.6803294338,2565.7046666666665,12010.083246583335,55724.76357601714,18,4,22299.577366255147,18062.657666666666,0.0,7510.303716666665,6000.0,6000.0,True
2025-03-13,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),43822.19808757475,43822.19808757475,0.0,1.0,0.07606139999916195,72088.1001845679,43822.198087574754,3312.997166666667,13948.283331458333,57770.48141903309,32,6,22619.7512345679,18321.9985,0.0,3557.726599999999,6000.0,6000.0,True
2025-03-14,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),15838.412646362418,15838.412646362416,1.1484669860294495e-16,1.0,0.17026879999684752,29803.645445166665,15838.412646362416,2012.8141,7375.397031616666,23213.809677979083,23,7,16006.038483333288,12964.8911715,12672.959783333372,12745.88625000004,6000.0,6000.0,True
2025-03-15,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),16196.802545386667,16196.802545386667,0.0,1.0,0.0774604000034742,30439.637749999994,16196.802545386667,1705.7992092592604,6711.944180049077,22908.746725435743,21,6,16006.485925925923,12965.253599999996,5619.128540740738,8180.079483333333,6000.0,6000.0,True
2025-03-16,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),42088.58980875018,42088.589808750185,0.0,1.0,0.08598040000288165,68704.55932366254,42088.58980875018,4252.878016666667,19759.496858591665,61848.08666734184,35,6,23073.82810699588,18689.800766666664,0.0,5222.363066666667,6000.0,6000.0,True
2025-03-17,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),38691.57068670746,38691.57068670746,0.0,1.0,0.06789349999962724,63589.03156172838,38691.57068670746,3481.1264833333335,16255.700262824997,54947.27094953246,24,4,17885.78506172839,14487.485900000003,0.0,5813.727449999999,6000.0,6000.0,True
2025-03-18,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),43806.44397844986,43806.44397844986,0.0,1.0,0.08617539999977453,72331.98503766666,43806.44397844986,1566.60325,6972.347067025001,50778.79104547486,15,4,22366.719233333333,18117.042579,0.0,8522.953266666666,6000.0,6000.0,True
2025-03-19,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),36385.87316963302,36385.87316963302,0.0,1.0,0.0984336000001349,58696.642644855965,36385.87316963302,7331.605466666667,30975.881221375002,67361.75439100803,49,4,20670.337078189303,16742.973033333335,0.0,2635.413616666667,6000.0,6000.0,True
2025-03-20,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),41663.25466204185,41663.25466204185,0.0,1.0,0.1254536000014923,67445.61404686215,41663.25466204185,6059.487266666667,27352.341274825005,69015.59593686686,36,1,21319.065334362138,17268.442920833328,0.0,7245.517083333332,6000.0,6000.0,True
2025-03-21,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),15652.019998656331,15652.019998656331,0.0,1.0,0.06236239999998361,29545.726061666668,15652.019998656331,1324.2985999999994,5631.672065608332,21283.692064264662,11,2,16017.368833333334,12974.068755,10472.220466666666,15793.260066666666,6000.0,6000.0,True
2025-03-22,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),15892.12049225,15892.12049225,0.0,1.0,0.061386399996990804,29891.111149999997,15892.120492249998,1340.0817499999998,5307.445420308333,21199.565912558333,13,4,16000.000000000002,12960.0,8460.669916666666,12309.993166666663,6000.0,6000.0,True
2025-03-23,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),42277.525020154746,42277.525020154746,0.0,1.0,0.16709550000086892,69613.16473401646,42277.525020154746,1925.9212333333332,8530.079071441667,50807.60409159641,28,5,23459.56403868313,19002.24687133333,0.0,8312.048683333333,6000.0,6000.0,True
2025-03-24,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),39207.63636771921,39207.63636771921,0.0,1.0,0.07383459999982733,64873.0866329218,39207.63636771921,2600.534383333333,11856.84146095,51064.477828669216,29,10,20866.859032921802,16902.155816666665,0.0,5510.420716666666,6000.0,6000.0,True
2025-03-25,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),44245.365602937425,44245.365602937425,0.0,1.0,0.08506500000294182,73064.99094053498,44245.365602937425,1852.2912166666667,8375.549262783334,52620.914865720755,22,4,22583.052757201644,18292.272733333335,0.0,9676.377416666666,6000.0,6000.0,True
2025-03-26,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),38471.134354126625,38471.134354126625,0.0,1.0,0.15384629999971366,62064.5648510288,38471.134354126625,5070.120649999999,23062.795875900003,61533.93023002663,41,2,20806.77658436214,16853.48903333333,0.0,7588.843083333333,6000.0,6000.0,True
2025-03-27,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),40196.225130810795,40196.225130810795,0.0,1.0,0.1482995000005758,66325.18131831275,40196.225130810795,2384.81155,9843.579204716665,50039.80433552746,32,9,21427.13553497942,17355.979783333332,0.0,5921.847716666666,6000.0,6000.0,True
2025-03-28,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),15500.042267888335,15500.042267888335,0.0,1.0,0.0880881999983103,29477.226916666667,15500.042267888333,1547.0477499999997,6465.325489841666,21965.36775773,24,7,16000.0,12959.999999999996,12487.812749999997,17162.393899999995,6000.0,6000.0,True
2025-03-29,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),15023.810160919997,15023.810160919997,0.0,1.0,0.11545760000080918,28748.428566666662,15023.810160919995,1224.4038,5047.8764061833335,20071.68656710333,24,8,15999.999999999996,12960.000000000004,16914.259100000003,19225.623183333337,6000.0,6000.0,True
2025-03-30,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),39413.68794907999,39413.68794907999,0.0,1.0,0.0678479000016523,65379.30489238682,39413.68794908,2300.8001666666664,9769.089317925,49182.777267004996,24,4,20176.75127572016,16343.168533333333,0.0,8500.902616666666,6000.0,6000.0,True
2025-03-31,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),34662.24507696623,34662.24507696623,0.0,1.0,0.13743299999987357,55252.92561563786,34662.24507696624,7223.877633333331,30729.453285458323,65391.69836242456,59,4,17422.538415637857,14112.256116666664,0.0,2215.1314666666663,6000.0,6000.0,True
2025-04-01,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),41250.417269446356,41250.417269446356,0.0,1.0,0.07556370000020252,69315.52392489712,41250.417269446356,2213.803866666667,9391.889986483333,50642.307255929685,22,5,20273.544341563782,16421.570916666664,0.0,7468.502849999999,6000.0,6000.0,True
2025-04-02,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),39353.23322477691,39353.233224776915,0.0,1.0,0.0822621999977855,65847.65107860081,39353.233224776915,2559.070399999999,11282.155015824996,50635.38824060191,36,10,21385.348045267485,17322.131916666665,0.0,3908.16995,6000.0,6000.0,True
2025-04-03,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),40674.99611772249,40674.99611772249,0.0,1.0,0.07483970000248519,66839.3950265432,40674.99611772249,1772.4497166666663,7753.079685116664,48428.07580283916,23,6,22026.22487654321,17841.24215,0.0,8563.33175,6000.0,6000.0,True
2025-04-04,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),14479.135829651666,14479.135829651666,0.0,1.0,0.16248800000175834,27862.5575,14479.135829651666,1325.1310499999995,5301.455232491664,19780.59106214333,18,5,15999.999999999996,12960.0,17210.569883333334,19716.8863,6000.0,6000.0,True
2025-04-05,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),14592.461861604997,14592.461861604997,0.0,1.0,0.08443029999762075,27988.533499999998,14592.461861604996,2782.18095,11456.4156434,26048.877505004995,32,7,16000.0,12960.000000000004,15482.629233333331,15686.599466666665,6000.0,6000.0,True
2025-04-06,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),37399.23214400167,37399.23214400167,0.0,1.0,0.05871140000090236,62113.443023868305,37399.23214400167,2566.5057333333325,11546.532512966663,48945.76465696833,27,5,19051.60442386831,15431.799583333333,0.0,6650.067649999999,6000.0,6000.0,True
2025-04-07,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),33244.5131288258,33244.5131288258,0.0,1.0,0.10967750000054366,54277.75763230452,33244.5131288258,4590.566583333333,19356.293265249995,52600.80639407579,49,13,18407.958415637855,14910.44631666667,0.0,2128.0928333333336,6000.0,6000.0,True
2025-04-08,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),38927.953007064745,38927.95300706475,0.0,1.0,0.07273880000138888,63903.60654032921,38927.953007064745,2936.7392333333337,13254.912991283336,52182.86599834808,33,8,20854.151440329217,16891.862666666668,0.0,8524.863383333332,6000.0,6000.0,True
2025-04-09,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),37988.523614533435,37988.523614533435,0.0,1.0,0.1422643000005337,62263.47112304526,37988.523614533435,5513.071666666666,22960.027200466666,60948.5508150001,44,8,20879.5041563786,16912.398366666665,0.0,4675.1259833333315,6000.0,6000.0,True
2025-04-10,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),37424.63291967889,37424.63291967889,0.0,1.0,0.10391840000011143,60325.66939794239,37424.63291967889,3309.270833333333,14499.6723976,51924.305317278886,38,6,19680.858497942387,15941.495383333333,0.0,5434.939216666668,6000.0,6000.0,True
2025-04-11,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),13873.682679903333,13873.682679903333,0.0,1.0,0.11977130000013858,26995.24498333333,13873.682679903333,1830.6289333333332,7249.384479666665,21123.067159569997,21,6,15999.999999999996,12960.0,24412.942433333337,20469.22375,6000.0,6000.0,True
2025-04-12,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),14323.398007981234,14323.398007981234,0.0,1.0,0.13101400000232388,27316.930623,14323.398007981234,1289.7885999999999,4870.873447416667,19194.271455397902,12,3,16000.311699999998,12960.252476999998,8242.925433333334,16541.49945,6000.0,6000.0,True
2025-04-13,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),35028.49187919421,35028.49187919421,0.0,1.0,0.12602370000240626,57223.67994032921,35028.49187919422,3541.2669333333333,15159.068907941664,50187.56078713588,40,7,18355.838106995878,14868.228866666665,0.0,3000.97915,6000.0,6000.0,True
2025-04-14,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),37801.75281171249,37801.75281171249,0.0,1.0,0.08133359999919776,61901.19031358026,37801.7528117125,2360.9768666666655,9540.955848974998,47342.708660687495,32,7,21193.428580246917,17166.67715,0.0,7707.38395,6000.0,6000.0,True
2025-04-15,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),32223.15363907148,32223.153639071483,0.0,1.0,0.07471410000289325,51705.757052469125,32223.153639071483,4392.212566666668,18532.558399975005,50755.712039046484,47,12,17390.56413580247,14086.356949999998,0.0,2654.333599999999,6000.0,6000.0,True
2025-04-16,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),35569.567845905665,35569.567845905665,0.0,1.0,0.06327779999992345,59231.42619666667,35569.567845905665,3236.760933333333,13371.812759658333,48941.380605564,37,12,17975.906999999996,14560.484669999998,0.0,3273.1728500000004,6000.0,6000.0,True
2025-04-17,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),33197.748905822475,33197.74890582247,0.0,1.0,0.08561240000199177,52434.10586646091,33197.748905822475,6741.549516666667,27242.65985523333,60440.408761055805,50,4,16961.84034979424,13739.09068333333,28.773266666668526,3084.5633666666663,6000.0,6000.0,True
2025-04-18,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),13356.378805208335,13356.378805208335,0.0,1.0,0.0639476000033028,26199.902516666665,13356.378805208336,2154.61975,8582.188689183333,21938.567494391667,25,5,16000.0,12959.999999999996,19121.170766666666,18960.40508333333,6000.0,6000.0,True
2025-04-19,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),12994.018136968685,12994.018136968685,0.0,1.0,0.061211500000354135,25948.146977833334,12994.018136968683,2060.9851499999995,8057.786488958332,21051.804625927016,25,8,16038.278216666664,12991.005355499998,13764.550466666666,18177.180016666665,6000.0,6000.0,True
2025-04-20,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),33014.673415276106,33014.673415276106,0.0,1.0,0.09615119999944,53709.50992037037,33014.673415276106,5192.085616666666,20649.874276991668,53664.54769226778,48,8,18000.270370370366,14580.219000000001,0.0,3523.7992833333337,6000.0,6000.0,True
2025-04-21,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),35628.39247682555,35628.39247682555,0.0,1.0,0.09016870000050403,58592.04100370371,35628.39247682555,3047.524016666667,12860.216292050001,48488.60876887555,28,3,16943.89537037037,13724.555249999998,0.0,9903.314516666665,6000.0,6000.0,True
2025-04-22,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),32156.255505961046,32156.255505961046,0.0,1.0,0.12970969999878434,52398.30085884774,32156.255505961046,6124.783450000001,21850.100792066667,54006.35629802771,49,10,18465.348292181065,14956.932116666667,1686.2949666666675,2861.738816666668,6000.0,6000.0,True
2025-04-23,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),31264.10067813072,31264.100678130715,1.1636281639908114e-16,1.0,0.1573320000024978,50325.45328662552,31264.10067813072,6932.099116666667,26208.46685683333,57472.56753496405,55,7,16526.886069958844,13386.777716666667,1735.3702666666413,2717.5273333333084,6000.0,6000.0,True
2025-04-24,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),32078.733504657033,32078.733504657037,0.0,1.0,0.16329469999982393,51467.500667283944,32078.733504657037,4179.156,13774.855543049998,45853.589047707035,35,10,17529.190617283948,14198.6444,1509.3268833333373,5226.003750000004,6000.0,6000.0,True
2025-04-25,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),13558.665851009584,13558.665851009582,1.3415696083478698e-16,1.0,0.21339569999690866,26033.2590375,13558.665851009584,1689.151016666667,6235.251804416666,19793.917655426252,16,3,16082.279583333333,13026.6464625,23580.574016666662,22666.41928333333,6000.0,6000.0,True
2025-04-26,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),13261.76455985333,13261.76455985333,0.0,1.0,0.12332790000073146,25851.196516666663,13261.76455985333,1806.3035253086412,6787.633729706478,20049.39828955981,21,4,16084.76697530864,13028.661250000001,23068.352724691358,24531.200683333336,6000.0,6000.0,True
2025-04-27,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),31208.245545466198,31208.245545466198,0.0,1.0,0.0916644000026281,49749.519724666665,31208.245545466198,5796.8507666666665,23714.069816141666,54922.31536160786,43,9,16011.431533333332,12969.259542,1327.6061999999986,3930.727316666666,6000.0,6000.0,True
2025-04-28,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),36209.896591097655,36209.896591097655,0.0,1.0,0.06846980000045733,60245.63419074074,36209.896591097655,4456.96505,19593.442581291667,55803.33917238932,37,4,17316.585740740742,14026.43445,0.0,4790.480633333334,6000.0,6000.0,True
2025-04-29,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),31315.5626898635,31315.5626898635,0.0,1.0,0.14489380000304664,50058.75818518519,31315.562689863502,4976.927249999998,21760.274063474993,53075.836753338495,41,7,15089.173518518517,12222.230549999997,0.0,4735.528750000001,6000.0,6000.0,True
