draw,price_factor,load_factor,pv_factor,status,cost_day,q_day,curtail_total,gates_all_pass,periods
36,1.0025629835129086,0.9717510895887581,0.9835873715180431,0,33677.28307511991,57168.31921629829,0.0,True,144
37,0.9970934450431547,1.0163065164398737,1.0209356512333934,0,35562.60777152943,60149.23764782971,0.0,True,144
38,0.9579014826040879,0.9937151947451032,1.0299269381230798,0,32354.279123966287,57064.84592984096,0.0,True,144
39,1.0045714190372068,1.0129007059232598,1.0200846216177681,0,35607.28426978189,59804.33884391362,0.0,True,144
40,0.9734346219763077,0.9733241887318763,1.0489352511060877,0,30939.168178025106,53692.75911995357,0.0,True,144
41,0.9913506342655849,1.011163558123415,1.038089830566009,0,34476.983863759844,58552.37138429939,0.0,True,144
42,1.0363114818487384,1.0084112517620707,1.0313738701439226,0,36045.158844340534,58624.82225818813,0.0,True,144
43,0.9940363058099537,1.008270466296481,0.9584095837393287,0,36822.2487846536,62871.06364085508,0.0,True,144
44,0.9699787320858496,1.0250226880912447,0.9841333519142395,0,36338.57148381753,63298.235071555566,0.0,True,144
45,1.0315219144175487,0.9650377458933665,0.9723213554067912,0,34503.36063531805,57048.50035121344,0.0,True,144
46,0.9861505156982711,0.9907788084365372,0.954966339296317,0,35361.55942287574,61053.212189310754,0.0,True,144
47,0.9712564811099825,0.9648518917383921,1.0008412101848516,0,31645.192471265684,55447.82803838956,0.0,True,144
48,1.0356437595543893,1.0312743934494966,1.0179716618798367,0,38159.27479771527,62056.56043854504,0.0,True,144
49,1.0060322592954458,0.9686916367948828,0.9541472986372659,0,34473.393619690025,58533.32078013525,0.0,True,144
50,0.9795183292532287,0.9835351356689621,1.0483623873752896,0,31849.91875105052,54904.04438186099,0.0,True,144
51,0.9656013563098516,0.9634904571250038,0.9973238670851179,0,31467.819921481605,55478.60175630284,0.0,True,144
52,0.9779584972740555,1.0266161578167161,1.0224218870811694,0,35568.04392506749,61256.92825362905,0.0,True,144
53,0.9565150706038467,0.9635244649392076,1.0167621302653904,0,30627.520229627436,54423.65553181458,0.0,True,144
54,0.9943245037469111,1.003423464906217,0.9720540419187222,0,36040.002105251086,61518.07766319069,0.0,True,144
55,0.9811770054726235,1.021751157495175,1.0488363528055011,0,34553.426288853516,59151.36596662452,0.0,True,144
56,1.0410129565585367,1.0132710335854296,1.0101512353275186,0,37243.659507712706,60427.41476203683,0.0,True,144
57,0.9805103486399938,1.008126091315062,0.9932588013995727,0,35222.66984341344,60817.930383206345,0.0,True,144
58,1.0486521301776184,1.015737499865204,0.9993430373458598,0,38053.90114716384,61344.447709124,0.0,True,144
59,0.9806572685685346,0.978527622467553,0.9958056733461784,0,33057.170687002435,57239.840139828215,0.0,True,144
60,1.0086099506908226,1.0428435727584122,0.9910691404321589,0,38916.27590209911,64899.33695998636,0.0,True,144
61,1.0354923430355214,0.9716611489258827,1.0071218763928373,0,34047.707887621786,55858.29744535187,0.0,True,144
62,0.983549117548071,0.9839611921076626,1.0036316955422575,0,33306.20796209391,57412.29799168204,0.0,True,144
63,0.982303206602911,1.0195214238521364,1.0450807472595467,0,34546.134793002726,59111.89387534482,0.0,True,144
64,0.9620749885154872,0.9969607871870937,0.9839572232618775,0,34056.746740629664,60067.563592643,0.0,True,144
65,0.9986455806970463,0.9931568341928485,0.9703267812378814,0,35497.695603012995,60425.59637167105,0.0,True,144
66,1.0324262234522747,1.0037064462506498,0.973128635015655,0,37407.18565020691,61487.73502689543,0.0,True,144
67,1.035236273358675,0.9733142472260388,0.9614596769841607,0,35588.39785942476,58641.8191428616,0.0,True,144
68,0.9860806602366545,0.9795165458946957,1.02041795594819,0,32586.638347075674,56029.939814295845,0.0,True,144
69,1.0492882185465615,0.9547814929505757,1.0069563898197058,0,33249.455862444345,53981.81538881677,0.0,True,144
70,1.0237346818324558,0.9629838751721063,0.9890090468410143,0,33577.21386688728,55839.61939852279,0.0,True,144
71,0.9907378945322163,1.0453405635407405,0.9964143958181468,0,38238.93363614316,64878.195111209854,0.0,True,144
72,0.9511539054600707,1.034689899416236,0.9776493721652382,0,36533.63152663046,64742.27577317745,0.0,True,144
73,0.979679567426183,0.9639090162795378,0.9646022926936092,0,32918.048272875894,57368.5627926164,0.0,True,144
74,1.007839480895368,1.0339683471171974,1.0135626195740448,0,37471.75160501175,62627.43009591769,0.0,True,144
75,1.0041824012642313,0.9752458633523873,0.9816796993520509,0,34041.52004375285,57684.65012037732,0.0,True,144
76,0.9750542314281676,0.9818971219272039,0.9883245180132204,0,33324.35125887564,58067.18117747168,0.0,True,144
77,1.0164384398990167,0.963580917512785,0.9661752383027338,0,34080.984985063515,57238.67920733599,0.0,True,144
78,0.9560813890263136,1.0323852793011932,1.0087739213038247,0,35581.36781058113,62725.189941502234,0.0,True,144
79,0.954615817372281,1.0441416750129051,1.0254364624068146,0,35850.24494020767,63111.76547846818,0.0,True,144
80,0.95036665348209,0.9909392247460029,1.0145357823017978,0,32346.17406863933,57584.01845580216,0.0,True,144
81,1.023362423677138,1.0291981637661025,0.9714484904812867,0,39088.89416433304,64477.19743217992,0.0,True,144
82,0.9896893107849448,0.9704452323767543,1.0031098522017492,0,32573.462083610786,55929.22231929371,0.0,True,144
83,0.9939286552840155,0.9618594700434009,1.0050347814934237,0,32049.182029906442,54911.14009835692,0.0,True,144
84,1.0130448826452843,1.0396299486353504,0.9988163154155335,0,38581.39206567154,64105.55836949192,0.0,True,144
85,1.0279063739548928,1.0331576750069484,1.018393498081944,0,38001.816490670535,62250.1234513722,0.0,True,144
86,0.9545574646425932,1.0319434587792804,0.9969914285178593,0,35857.41533810405,63349.48804064865,0.0,True,144
87,0.9741838778000464,0.9680766829428444,0.9886382932689456,0,32318.450574368053,56447.5911613145,0.0,True,144
88,1.0099809470809757,1.0143275307064663,1.0256264122097838,0,35734.03020546812,59645.97998437901,0.0,True,144
89,1.0192177204571014,0.9992922996644824,1.042515906706138,0,34450.42620469889,57029.5805909983,0.0,True,144
90,1.0080543678004525,1.0329474202747013,1.038468120091895,0,36630.395331865504,61053.28524071978,0.0,True,144
91,0.9577136007178637,1.0194019627288289,1.0074540170183697,0,34770.119701506985,61295.2900992652,0.0,True,144
92,0.984054645581493,1.019854541432877,0.9660644612450107,0,37065.10413630446,63735.21579750157,0.0,True,144
93,0.9841585001888952,0.9586276635654093,0.9784601272435486,0,32283.74327921403,55947.27451231147,0.0,True,144
94,1.023040286547229,1.0271009227736114,1.0217836239778024,0,37263.736014283684,61350.372462630745,0.0,True,144
95,1.0031324936358341,0.9736846547052274,1.0312600354055594,0,32417.633836647023,54757.240626727085,0.0,True,144
96,1.0483542797808414,0.9925356783189612,1.0234961746107891,0,35520.83721575048,57260.3234807025,0.0,True,144
97,1.044018774316964,1.0476418523374447,0.9663610584242832,0,41554.84615601864,66828.01339273341,0.0,True,144
98,1.0187346322507214,0.9924944503927094,0.9684951141286003,0,36220.83678439243,60456.37523520534,0.0,True,144
99,1.0289588913388343,1.0281613699849994,1.0028301677950013,0,38166.90851870175,62583.77538940972,0.0,True,144
100,0.9840606307413005,0.9520169174892867,0.9878492592677888,0,31541.35769435,54731.667574420964,0.0,True,144
101,0.9593193545154804,0.9853432214988923,1.0106418772371524,0,32378.23741967606,57163.49641876146,0.0,True,144
102,0.9610229238608867,1.0019540515722074,0.999342384674021,0,33913.089364127925,59747.507975003085,0.0,True,144
103,0.9536485985956891,0.9707877989309531,0.9513950032061004,0,32905.45340415073,58938.197890627926,0.0,True,144
104,1.023555655746838,0.9945011458247269,0.9790660381261366,0,36204.716601864144,60068.25902035618,0.0,True,144
105,0.9891920320126284,0.9569268096412185,1.0483187844002493,0,30334.94239702204,51840.819667935575,0.0,True,144
106,1.0096909293844347,1.0179508880034835,1.0419478782743197,0,35490.28440248268,59112.56145426033,0.0,True,144
107,1.0199850329535363,1.0131167566038337,0.9898857197049145,0,37119.22756776056,61595.86114202943,0.0,True,144
108,0.9784406870177376,0.963889821191445,0.9637426268255035,0,32900.451818332185,57416.54842626218,0.0,True,144
109,1.0153345252978787,1.0347170967183266,0.960513090688349,0,39595.82083747156,65711.20138226857,0.0,True,144
110,1.049096760365341,1.002733192271582,0.9569853788644573,0,38476.38185410487,62324.827814660704,0.0,True,144
111,1.0366231680866105,0.9701289121025418,1.0289952878854072,0,33308.24091814026,54477.64239539553,0.0,True,144
112,0.9744540230709113,0.966188093540057,1.0385838568170556,0,30772.268286161998,53467.44770792252,0.0,True,144
113,0.9965055316735827,0.9756107738796447,0.9608856477836825,0,34440.28756440678,58941.42603824583,0.0,True,144
114,0.9576954349322591,1.04121664877792,0.980993578842688,0,37159.438561392926,65284.199961055885,0.0,True,144
115,0.9921041911294439,0.9733854392073016,1.0204092021089213,0,32353.90495117203,55351.73689350096,0.0,True,144
116,1.0230025511889915,0.9818614795411424,0.9528941129878191,0,36077.809771228036,60137.98130341895,0.0,True,144
117,1.0195773374838297,1.0497269205788422,0.9648505196914134,0,40805.42728767087,67146.49799823976,0.0,True,144
118,0.9865404299562667,1.032251131276225,1.0222663401737153,0,36289.634040943405,61918.89240276806,0.0,True,144
119,0.9587349337944054,0.9940123357923659,0.9729862601003895,0,34059.22538404082,60368.54957521584,0.0,True,144
120,1.0427103003050107,0.9714690719509659,1.022070829734275,0,33811.95876931118,55033.95217459769,0.0,True,144
121,1.044047343582246,1.0082876221001036,0.9879478062605787,0,37689.63475163563,61148.24041924928,0.0,True,144
122,0.9949614728815694,1.013202035756783,1.0114821186758793,0,35550.52276572497,60341.689009056994,0.0,True,144
123,0.9893324817601284,1.0119748889947355,1.001463157753459,0,35565.74992753148,60784.67641815946,0.0,True,144
124,0.9624105848313068,0.9630895804700165,1.0478509469822201,0,29935.05357644683,52577.109605513964,0.0,True,144
125,1.0059499427794354,1.0263831360606228,0.9981525126138548,0,37331.116557778085,62652.297853396085,0.0,True,144
126,1.0003155445591092,0.9652757463506549,0.9953319072626788,0,32785.20844759778,55767.77223264975,0.0,True,144
127,1.0178642403879277,0.9541789106498875,1.0001452710917969,0,32412.84722207905,54307.05405758484,0.0,True,144
128,0.9520539661458163,1.045570191895539,0.9725688885849487,0,37535.755498229904,66246.26770407784,0.0,True,144
129,0.96999893832183,0.9930695677891721,0.9938054471131857,0,33770.76694340154,59041.524118882255,0.0,True,144
130,1.0400025545198457,1.0387953737299445,1.0471469959460868,0,37956.44902884742,61223.94268800136,0.0,True,144
131,1.0435440557822715,1.0016431668224917,0.9995808283444084,0,36794.03089440302,59697.56171410642,0.0,True,144
132,0.9802418657660666,0.9622472105136157,1.0127224964722024,0,31414.165086523775,54510.25428596561,0.0,True,144
133,0.9911484976914277,1.013240134153633,0.9962539794466845,0,35881.2536201882,61235.5173374579,0.0,True,144
134,0.9796655209722158,0.9694211354628697,0.9910093083117812,0,32524.809162709847,56464.88069364549,0.0,True,144
135,1.0263137647377127,0.9934218630805,0.9973841364163607,0,35645.15449986059,58873.32495169758,0.0,True,144
136,1.0037943204882973,1.0240568831425751,0.9876918416960954,0,37415.30944305089,62990.62612358824,0.0,True,144
137,1.019784400011476,0.9798486979466562,1.0434256469799001,0,33039.92109765515,54764.25104731889,0.0,True,144
138,1.0079904669647928,0.9886852937410469,1.0489529297169897,0,33123.97599700809,55464.95225730363,0.0,True,144
139,0.9835893083625169,0.9866549711951534,0.9666278565802621,0,34609.43783009917,59887.077412774,0.0,True,144
140,0.9987787294440968,1.03112850672724,0.9514656522735181,0,38985.65108270153,65819.55268096802,0.0,True,144
141,0.966995254609872,1.0104650399527497,1.0199098243162918,0,34111.31318328206,59532.346924037854,0.0,True,144
142,1.0436367530228654,0.9905874685473334,1.0319509481386848,0,34955.20178665094,56631.37134632713,0.0,True,144
143,0.9718522322808859,0.9560856111391964,0.9756446221501931,0,31785.1917451939,55817.18953292179,0.0,True,144
144,0.9587993830538778,0.9751505216562073,1.0478796651882403,0,30625.24425645591,53964.147857051015,0.0,True,144
145,0.9703743662576241,0.9582306121492393,0.9686537073340545,0,32091.032939960744,56474.02476341183,0.0,True,144
146,0.9774352091670675,1.0271226494339551,1.0015871634587956,0,36219.34969940065,62536.12829821206,0.0,True,144
147,1.0366862488430058,0.9939856734448735,1.0490627815947726,0,34451.09863132249,56071.08737015124,0.0,True,144
148,0.9585077544293742,0.9924597053315528,0.9861586856756067,0,33553.08697066601,59417.480719733554,0.0,True,144
149,1.025889376633718,1.016433409892396,0.9594825569111621,0,38598.68266861417,63723.12899096653,0.0,True,144
150,0.9675080563867198,1.0487914994814687,1.0402196175363145,0,36219.81832979444,62786.71400987156,0.0,True,144
151,1.013946851346258,1.0025943758697864,0.9961619970652721,0,35926.546206012434,60007.450835727854,0.0,True,144
152,0.9778713308501567,0.9603453385275762,1.01716055515404,0,31081.212081217047,54033.182028275565,0.0,True,144
153,1.0492556683346386,1.0224363572253632,0.9784430702087936,0,39299.39499130464,63328.764930647565,0.0,True,144
154,0.9707542610379791,0.9985060779392813,1.0428849185483904,0,32747.383673776385,56927.591049565235,0.0,True,144
155,1.0173330251749864,1.0131243886047305,1.0437492234442396,0,35351.80188917497,58450.6288470305,0.0,True,144
156,1.01311608883334,1.0427985051005146,1.0201672542380134,0,38118.199718566655,63261.0222739464,0.0,True,144
157,0.953772112310606,0.954607034362323,0.9739620698898462,0,31141.009093599896,55744.14976284308,0.0,True,144
158,1.0147720388363592,1.0027350214071118,1.0025302821688322,0,35768.00108613305,59651.80046960375,0.0,True,144
159,0.9694736404071422,0.9652122977440631,0.9536836066594033,0,32990.30199188937,58157.279984713554,0.0,True,144
160,1.0298209061657089,1.0077331999474153,0.9549228403264497,0,38224.1715549938,63006.76792522238,0.0,True,144
161,1.038203332833547,1.0155595003869775,0.9668524418744875,0,38740.9415726872,63211.27464059481,0.0,True,144
162,1.0216392646218106,0.9577255564536149,0.9622869482377796,0,33945.609553807095,56787.364712694434,0.0,True,144
163,1.0233828772994664,1.004607907159545,0.9592885674302236,0,37599.619703593315,62407.303952500544,0.0,True,144
164,1.0435644130583606,1.0446628076460505,0.9747066824658766,0,40994.047367630934,66024.22462700545,0.0,True,144
165,1.024995690287924,0.968506653223276,0.9707981502545401,0,34587.53103105008,57539.379151529574,0.0,True,144
166,0.9933930540946924,0.961878686415289,0.9522586557984811,0,33607.97710398133,57854.26674729244,0.0,True,144
167,0.9694772062512068,1.0469493372894931,0.9741008735850519,0,38275.44635026394,66314.26026127409,0.0,True,144
168,1.00076779067278,1.0453460698819554,1.026697048120357,0,37632.45090537007,63177.647957799025,0.0,True,144
169,0.9970760624781065,0.9913933061758495,0.9613771133408658,0,35594.62928860627,60747.30763696215,0.0,True,144
170,1.0189165537546978,0.9745802680598753,0.9798545663170427,0,34548.41018325581,57714.13157693118,0.0,True,144
171,1.048319806289081,1.0141948642216814,1.0345348895090638,0,36798.6791089903,59110.30076404154,0.0,True,144
172,0.988002314981158,1.0134862302618322,1.0226927633570821,0,34983.94034012653,59719.84782743508,0.0,True,144
173,1.023416521281444,1.0346853129361684,1.0405688037501848,0,37251.92415245864,61131.94849927944,0.0,True,144
174,1.021224658663202,1.0315140039263537,0.9585623159767852,0,39640.32363913556,65462.69277317708,0.0,True,144
175,1.0157789797748582,1.0084038668657826,0.9721691284617444,0,37187.02571905883,62090.5963763578,0.0,True,144
176,0.9502647765288905,1.0471897324302757,0.9628710382287442,0,37907.97449157854,66974.12994638208,0.0,True,144
177,0.9560004189966838,0.9940112599425589,0.9842539345529517,0,33628.49286970003,59708.495764517254,0.0,True,144
178,1.0033950886931475,0.9528544830713367,0.9598717812669377,0,33061.520440772074,56364.052578204275,0.0,True,144
179,0.9906210802207759,0.9696210992685779,1.0092983743322588,0,32364.643448141935,55532.83764558939,0.0,True,144
180,1.03428487836835,0.9934867027633899,0.9612825579702979,0,37085.75615000411,60996.366359708605,0.0,True,144
181,0.9659714195697694,1.038277972232265,0.9788712528071977,0,37330.820445908685,65074.95206332026,0.0,True,144
182,0.9868572351744912,1.049370679441757,1.0291415498965715,0,37329.60846305854,63491.33778761146,0.0,True,144
183,0.9852761412474016,1.0236984971575163,0.9642034149327181,0,37459.51730928726,64270.08723163543,0.0,True,144
184,0.9950885932115262,1.045920678070512,1.0200231602687613,0,37678.99908210571,63617.82474203386,0.0,True,144
185,1.0367556183648627,0.9979668286339503,1.0107529600286975,0,35928.01148449328,58619.094691518636,0.0,True,144
186,0.9762225133051889,1.0095743597296174,0.9727338513891884,0,35805.57926081355,62193.498540348235,0.0,True,144
187,0.9747516553275419,0.9706157538189198,0.9859599451052041,0,32593.807652106494,56898.20449527362,0.0,True,144
188,0.9543092253744951,1.0053178253571355,1.020989009092743,0,33279.95922606952,58872.94952988782,0.0,True,144
189,1.0052775002887033,1.0080995837624642,0.9655779389765771,0,36991.49601184724,62443.20383867738,0.0,True,144
190,0.997694146534173,0.9904106759390489,1.009335157491151,0,34075.62987828202,57826.43187143362,0.0,True,144
191,0.9842698358819574,0.996456888932548,0.9840050665095141,0,34804.98858325684,60006.38660318409,0.0,True,144
192,1.0353368625760269,0.9611702219731612,0.9916933281042931,0,33741.84617666429,55512.89030239511,0.0,True,144
193,0.9546723911251374,1.026633544756579,0.950568767911803,0,36957.89486381519,65367.066571619696,0.0,True,144
194,1.0475002385033685,1.0346932328042675,0.9790694567246538,0,40183.68533203259,64662.606132602996,0.0,True,144
195,0.9507270361827316,0.9998246836124958,1.0034781629130118,0,33282.702099400056,59259.24102892387,0.0,True,144
196,0.9650721360768684,1.0143105345662324,0.9680190514754572,0,35884.15741323783,63006.29611020712,0.0,True,144
197,0.9623589555727978,0.9909939941478602,1.0370951178487362,0,32114.31140911194,56417.917344695525,0.0,True,144
198,0.9610670556306653,0.9634086335473824,0.9608626770085402,0,32367.25934977686,57529.00331375992,0.0,True,144
199,0.9797115361631308,1.0146920778790498,0.9704499435714696,0,36378.65717463259,62912.46425038903,0.0,True,144
200,1.0150511005424487,0.9741772145820953,1.013536754166757,0,33364.78555077845,55805.691590459144,0.0,True,144
