date,soc_initial,soc_terminal,baseline_cost,settlement_cost,emergency_cost,total_cost,additive_cost,up_energy,down_energy,reversal_slots,forecast_mae
2025-04-12,6355.893664359996,6583.628125471109,15617.549215342922,16146.22854245048,188.66912276999628,16334.897665220476,17490.158233420894,883.8359977970663,1352.5619033333332,11,386.18943395833344
2025-04-13,6583.628125471109,6625.370866211851,37838.818722912096,41217.50883597005,0.0,41217.50883597005,43142.299417890725,5105.690113304587,3275.6558199999995,18,318.1546311111111
2025-04-14,6625.370866211851,6629.471903248887,40859.26359481551,39216.13269183943,0.0,39216.13269183943,44422.384048909335,848.937125876603,7663.8384577057595,12,316.53597638888886
2025-04-15,6629.471903248887,6645.773681026667,35048.44511030651,38477.88178494974,0.0,38477.88178494974,38910.20309151261,4934.606856786294,738.4844573868247,28,375.2199794444445
2025-04-16,6645.773681026667,6668.439847693336,39015.08238514296,41245.34818909987,0.0,41245.34818909987,42595.7690689649,3262.471804055023,2538.971548086415,30,375.89494152777786
2025-04-17,6668.439847693336,6673.54374729881,36498.222339516884,41227.46264350238,0.0,41227.46264350238,43206.91462600641,6731.086381749988,2595.5645668992665,29,327.10804881944455
2025-04-18,6673.54374729881,6752.449363680227,14726.550735968234,15243.544964702278,0.0,15243.544964702278,16171.77676240411,783.447810740406,990.2347786322007,18,357.1721413194444
2025-04-19,6752.449363680227,6844.15817429526,14420.005463518704,15280.203832972828,0.0,15280.203832972828,15742.724407997537,899.8526014250003,479.2223437798041,12,380.17742305555566
2025-04-20,6844.15817429526,6925.55817623799,36809.51177880677,39073.60310941794,0.0,39073.60310941794,40587.44481562136,4034.90295324626,2318.0062422447054,24,329.60182527777766
2025-04-21,6925.55817623799,6933.849657719471,39984.5570482119,37469.37965546356,0.0,37469.37965546356,42499.73444096024,0.0,7924.174997166426,13,306.27470861111124
2025-04-22,6933.849657719471,7036.3701138305805,35643.70637605396,39187.581599989804,0.0,39187.581599989804,40207.447964635736,5571.083429038322,1426.6810218070443,23,344.93460861111106
2025-04-23,7036.3701138305805,7148.472225497245,34692.168847945795,38802.16150845915,0.0,38802.16150845915,39927.97232304802,6035.712544871718,1400.7793786831276,24,341.6171679166667
2025-04-24,7148.472225497245,7171.301180404376,35641.568965400875,36004.475153145235,0.0,36004.475153145235,36945.740434355095,1217.336684891028,1285.373014830671,24,356.91788805555564
2025-04-25,7171.301180404376,7314.513463198515,15242.135712873449,15026.316732150564,646.2027477309989,15672.519479881563,17332.710582058036,487.1771289999991,1799.7048422476933,12,287.73155569444447
2025-04-26,7314.513463198515,7746.184075320371,15068.115940718519,15144.763835289861,266.5760968970267,15411.339932186887,16313.073668837587,419.87948373110135,975.6475157569955,12,383.0226133333333
2025-04-27,7746.184075320371,7781.883704950002,35623.65172926579,39138.58210227323,0.0,39138.58210227323,40953.02634369451,5567.069375766664,2506.5903981481474,24,391.40039361111116
2025-04-28,7781.883704950002,7920.362334579631,42179.439676594964,43407.002603718414,0.0,43407.002603718414,47889.35760637114,3721.606068415634,6954.508564853911,31,392.4482362499999
2025-04-29,7920.362334579631,7925.823186431488,36647.87289231448,36777.046202974016,0.0,36777.046202974016,38736.94425159627,1609.3081755872595,2966.711354233384,21,364.8647275
2025-04-30,7925.823186431488,7962.331316061118,35434.34927980157,36297.058769523996,0.0,36297.058769523996,39161.901649798165,3255.971679224509,3546.6312541666666,18,278.7269023611111
2025-05-01,7962.331316061118,7962.529363380447,39898.711187658744,40319.13109754431,0.0,40319.13109754431,42864.648037203675,2213.2254387995827,3307.848651615919,21,334.5162406944445
2025-05-02,7962.529363380447,8131.470347072709,18799.678613537064,18167.71497961619,0.0,18167.71497961619,19828.21665355436,181.42762171046047,1834.0150181441136,13,379.9823859722222
2025-05-03,8131.470347072709,8350.73773910887,18347.302110992663,17490.311736137253,0.0,17490.311736137253,19204.29248584807,0.0,1886.0364504440386,19,384.4322383333332
2025-05-04,8350.73773910887,8365.001831701462,42224.787629420665,39546.98798077964,0.0,39546.98798077964,44951.83613602168,12.530233333331921,8405.844503778872,17,278.0131263888888
2025-05-05,8365.001831701462,8380.15552821364,43332.823578165815,42391.91350811197,0.0,42391.91350811197,47555.762198786884,2238.8658848152045,7356.2354017882935,6,310.82753805555546
2025-05-06,8380.15552821364,8386.50610228771,38498.5733454502,41836.03277399534,0.0,41836.03277399534,44264.62767512425,5467.571904333328,3168.87165288066,25,318.06815666666665
2025-05-07,8386.50610228771,8388.680206065183,40973.585845417365,42990.50018752683,0.0,42990.50018752683,45994.69638363991,4793.305330000001,3907.897531642143,18,334.53438777777774
2025-05-08,8388.680206065183,8399.828845830249,43262.82000658324,41593.93682844592,0.0,41593.93682844592,45181.43727852038,149.7441737478049,5724.82464423724,19,330.64337125000003
2025-05-09,8399.828845830249,8653.999273720809,17652.34233296509,17263.43051514969,0.0,17263.43051514969,18733.544215754533,288.365669848029,1638.185751761127,13,314.7208587500001
2025-05-10,8653.999273720809,8922.85508049791,17740.551163788223,17179.76788695056,0.0,17179.76788695056,18301.334440625888,0.0,1129.8278005672782,20,328.3510868055555
2025-05-11,8922.85508049791,8923.739932349765,42761.668728377255,41484.347210764914,0.0,41484.347210764914,44806.92289503776,533.7477265535022,5167.041328557125,28,323.5612278472222
2025-05-12,8923.739932349765,8930.056821238653,38041.914009417254,39641.41286444469,0.0,39641.41286444469,41331.14824922921,3495.6303388539427,2428.1742354074386,31,384.12948923611117
2025-05-13,8930.056821238653,8930.64078308951,43826.60822575327,41019.00223195499,0.0,41019.00223195499,46634.21421955155,0.0,8703.732727660627,20,312.0987589583333
2025-05-14,8930.64078308951,8931.105653459881,43285.26639627037,43479.98157987417,0.0,43479.98157987417,49665.7368478546,4553.332571657505,8880.440317960429,13,379.14897986111106
2025-05-15,8931.105653459881,8935.93773669074,42077.39363529753,41693.82131518744,0.0,41693.82131518744,47297.367393876775,3378.159733544813,7891.29719591496,18,327.84084680555554
2025-05-16,8935.93773669074,9305.889682406776,17724.03706566301,16688.6037916938,0.0,16688.6037916938,18942.335176125052,73.14008339045995,2378.121155970403,0,308.3942975
2025-05-17,9305.889682406776,9634.085185229102,18164.636601356837,17228.821555400616,0.0,17228.821555400616,19155.146967183035,14.647524134322907,2061.515114932722,7,393.4798579166666
2025-05-18,9634.085185229102,9637.235370414288,44794.41256814889,41911.04859720147,0.0,41911.04859720147,47677.7765390963,0.0,8836.974384838708,16,400.6296333333334
2025-05-19,9637.235370414288,9642.556055599473,40862.47735716932,39033.790998230616,0.0,39033.790998230616,42710.11593910803,4.714483333333192,5720.6515389917695,20,403.01657694444447
2025-05-20,9642.556055599473,9650.467444488362,41152.36637998146,40549.45721156808,0.0,40549.45721156808,44028.0538016098,1577.3889683127559,5003.870736018514,24,335.35692819444427
2025-05-21,9650.467444488362,9657.769425969842,39085.85143882534,41059.60152259628,0.0,41059.60152259628,43298.3981577585,4327.221549501888,2810.877054440158,23,362.83617465277774
2025-05-22,9657.769425969842,9684.193138713083,40661.578614359154,39275.60506124485,0.0,39275.60506124485,43693.26823099317,1156.9018880658537,6177.129013844958,24,321.8136036111113
2025-05-23,9684.193138713083,10113.515287309205,17333.116944589754,16692.44364004711,0.0,16692.44364004711,17973.7902491324,0.0,1297.2290700982694,14,468.06369513888893
2025-05-24,10113.515287309205,10556.692887533547,17786.398374973513,16622.460642633607,0.0,16622.460642633607,18950.336107313415,0.0,2428.0347687922103,1,365.8457940277779
2025-05-25,10556.692887533547,10574.809591237252,41580.679435681246,39525.78786278445,0.0,39525.78786278445,43656.43597440305,5.399416666666184,6474.54017004719,20,389.6665905555557
2025-05-26,10574.809591237252,10588.837961607624,40408.468904493304,42393.6969647168,0.0,42393.6969647168,46180.13311740292,5030.216402187264,5369.651864495883,12,363.560435625
2025-05-27,10588.837961607624,10591.594794940958,38953.88443561597,38923.38651615901,0.0,38923.38651615901,42340.70903216485,2407.204924032927,4532.619354786682,29,383.38494263888896
2025-05-28,10591.594794940958,10592.354146792812,43052.96514492377,41200.243494688184,0.0,41200.243494688184,44906.56282015935,0.21791666666592846,5409.087253558418,13,421.5542748611111
2025-05-29,10592.354146792812,10599.127258905668,43468.21707137699,42683.38608628165,0.0,42683.38608628165,46783.24896971802,1474.4774663354092,5803.92183646154,20,399.3330141666668
2025-05-30,10599.127258905668,10800.0,17902.119798619082,16866.77987745514,0.0,16866.77987745514,18937.459719783023,0.0,2243.492699858394,14,347.1986190277779
2025-05-31,10800.0,10800.0,19869.561255382614,18046.856098544555,0.0,18046.856098544555,21692.266412220677,0.0,4118.591231286111,1,379.9968558333333
2025-06-01,10800.0,10800.0,59633.95338753934,55039.925156368656,0.0,55039.925156368656,65691.46017067594,580.4876450503232,15590.029462454191,0,359.86806430555555
2025-06-02,10800.0,10800.0,60935.17863112669,54795.278306070104,0.0,54795.278306070104,67075.07895618328,0.0,17305.80444951875,0,302.3036625
2025-06-03,10800.0,10800.0,56687.32613029853,53785.32051786586,0.0,53785.32051786586,60052.11751189666,298.6384475308697,9180.230015549882,24,417.05511972222223
2025-06-04,10800.0,10800.0,63788.20957080678,56420.30706790165,0.0,56420.30706790165,71156.11207371189,0.0,20757.872514303017,6,322.59087583333326
2025-06-05,10800.0,10800.0,56050.689126454556,53124.19441442257,0.0,53124.19441442257,58980.63896148653,0.8594833333336283,9224.34658949543,24,328.71198541666666
2025-06-06,10800.0,10800.0,28253.88097065939,26435.64176899199,0.0,26435.64176899199,30103.606303301785,8.36618333333331,4312.243312668872,1,215.89222083333354
2025-06-07,10800.0,10800.0,30479.55365251258,27986.183703592847,0.0,27986.183703592847,32972.92360143231,0.0,7984.7484851416575,1,278.59985375
2025-06-08,10800.0,10800.0,54278.94465716476,50418.590371056096,0.0,50418.590371056096,58162.24992727342,5.709199999999669,11474.852326153981,13,373.3575726388888
2025-06-09,10800.0,10800.0,60620.00883680074,55463.60250879162,0.0,55463.60250879162,65776.41516480988,0.0,14425.159992506291,0,312.1832340277778
2025-06-10,10800.0,10800.0,55690.88317079043,52891.36496905346,0.0,52891.36496905346,58499.57474452741,2.2819333333336544,7927.666767387422,1,279.32621020833324
2025-06-11,10800.0,10800.0,60395.9500026788,58296.81668794468,0.0,58296.81668794468,65698.60636497365,1262.2256179229353,10009.016842000015,2,333.69200694444453
2025-06-12,10800.0,10800.0,57900.34460317851,54591.93047815095,0.0,54591.93047815095,61243.4449498061,8.628413333338017,9608.490578228813,12,311.9687313888889
2025-06-13,10800.0,10800.0,25104.055196805766,23859.025314402446,0.0,23859.025314402446,26349.085079209086,0.0,2922.827226341147,1,297.66744000000006
2025-06-14,10800.0,10800.0,25640.95870066611,24161.85639795601,0.0,24161.85639795601,27138.141323696225,4.807870000002822,3394.5741120034045,3,269.2716808333332
2025-06-15,10800.0,10800.0,52326.01361329912,53482.902803532466,0.0,53482.902803532466,58288.230311051055,3484.9077844344124,6525.170543906317,9,298.8700354166668
2025-06-16,10800.0,10800.0,54470.02237987968,54626.408224966115,0.0,54626.408224966115,60525.277864790754,2842.7584332755264,7995.10020249716,18,304.1303802777779
2025-06-17,10800.0,10800.0,54518.00861961623,55175.8571450373,0.0,55175.8571450373,59636.42393744248,2649.733705642512,6213.096758311041,37,295.38467902777796
2025-06-18,10800.0,10800.0,54185.77320276061,54398.17107869891,0.0,54398.17107869891,60696.033468558206,3075.194042629079,9394.123458363156,30,363.9658343055557
2025-06-19,10800.0,10800.0,52041.68630133431,50479.429852890746,0.01896461666624373,50479.448817507415,53603.96171439455,0.0,4403.274647505004,29,299.83591222222225
2025-06-20,10800.0,10800.0,22991.143839261676,21758.306530737478,0.0,21758.306530737478,24232.501926775367,2.2682156709500987,2767.2068754301526,3,298.1399055555556
2025-06-21,10800.0,10800.0,22346.30446615567,21330.859407728545,0.0,21330.859407728545,23361.749524582796,0.0,2334.570267016387,13,390.2820897222223
2025-06-22,10800.0,10800.0,48717.3908814063,47756.21760046619,0.0,47756.21760046619,49678.56416234643,0.0,3253.983078632936,32,265.4965984722221
2025-06-23,10800.0,10800.0,50671.54061054729,50030.94032226309,0.0,50030.94032226309,54409.7127710214,1874.3146393333345,6483.323758132659,30,323.53341652777794
2025-06-24,10800.0,10800.0,58331.50149599206,57007.014451951414,0.0,57007.014451951414,62812.57558163286,1259.6537235379847,8159.247101845344,8,307.0732938888889
2025-06-25,10800.0,10800.0,51111.862394670025,50671.00644605663,0.0,50671.00644605663,52306.53896013598,511.78960853047647,3388.111754127185,30,316.21603555555566
2025-06-26,10800.0,10800.0,49589.71748289006,50464.517745493795,0.0,50464.517745493795,53436.62024233494,2785.5313609010373,4310.270520979747,17,331.06377749999996
2025-06-27,10800.0,10800.0,22736.506891321675,21340.453306257914,0.0,21340.453306257914,24132.560476385435,0.0,3289.9506990335913,6,230.34384861111113
2025-06-28,10800.0,10800.0,21941.404685904658,21857.28625220275,0.0,21857.28625220275,23733.94544067613,717.081992905142,2098.356026995726,8,319.15604069444447
2025-06-29,10800.0,10800.0,47503.76164429045,48335.7021702778,0.0,48335.7021702778,48532.12480865447,1116.2947647925387,426.65027777777556,30,232.81320263888878
2025-06-30,10800.0,10800.0,51171.26446302999,50443.33854751362,0.027380866666427438,50443.365928380284,54040.290780463794,863.2257248052122,4991.118489001439,18,297.5972274999999
2025-07-01,10800.0,10800.0,56181.40890636067,57521.80126317865,0.0,57521.80126317865,60200.92111199134,2736.096663179672,4063.7793474217406,31,276.3258566666667
2025-07-02,10800.0,10800.0,53272.988988202145,53237.48101767503,0.0,53237.48101767503,56333.52146631182,2040.8758772839417,4235.862023744858,19,266.00446874999994
2025-07-03,10800.0,10800.0,60319.148497820206,60116.25026649772,0.0,60116.25026649772,64900.26212953574,1964.0180188120326,7134.658398016109,23,326.3969880555554
2025-07-04,10800.0,10800.0,28232.42744831658,27437.866103455082,0.0,27437.866103455082,29026.98879317808,0.0,1718.0695855769652,20,339.3132895833334
2025-07-05,10800.0,10800.0,28593.032183599153,27726.380456782616,0.0,27726.380456782616,29505.240998305115,12.089559719084264,1943.3460450000005,9,299.30914493055553
2025-07-06,10800.0,10800.0,56495.661454617555,60934.91598949188,0.0,60934.91598949188,63827.6950848006,6474.350541892485,4413.5394064940665,26,354.05058243055555
2025-07-07,10800.0,10800.0,56570.02688241968,54576.749126466486,0.0,54576.749126466486,58563.30463837288,0.0,5430.751064569849,0,343.6529743055555
2025-07-08,10800.0,10800.0,59164.465086246775,56791.24056420773,0.0,56791.24056420773,61547.282467285826,2.38628333333304,7345.626139404624,10,293.7873775694445
2025-07-09,10800.0,10800.0,58669.7956023787,55663.85179021291,0.0,55663.85179021291,61675.73941454449,0.0,9113.898730557623,12,343.32606451388887
2025-07-10,10800.0,10800.0,54423.33197953622,54260.189193023456,0.0,54260.189193023456,58238.74984585775,2281.9913734593506,5946.083772376284,25,271.3392733333334
2025-07-11,10800.0,10800.0,29928.479683721667,28289.469739804135,0.0,28289.469739804135,31609.657255181068,11.190093023874681,3843.5340628333347,2,285.07545097222226
2025-07-12,10800.0,10800.0,28624.904236926002,27982.12969052425,0.0,27982.12969052425,29267.67878332775,0.0,1355.968046947558,20,367.5755136111111
2025-07-13,10800.0,10800.0,59508.70283355763,54905.72082929786,0.0,54905.72082929786,64172.4863328174,15.124749999999835,12722.821471449293,0,285.9571686111111
2025-07-14,10800.0,10800.0,56367.76804710899,54044.44513679738,0.0,54044.44513679738,58691.090957420594,0.0,7515.285552188973,24,323.1212872222223
2025-07-15,10800.0,10800.0,57308.0429914166,53801.17973467065,0.0,53801.17973467065,60824.38085216255,2.3568666666673153,10674.589319217894,15,282.69498666666664
2025-07-16,10800.0,10800.0,56628.49701373055,54144.05487527173,0.0,54144.05487527173,59112.939152189356,0.0,7052.4968910633925,1,305.89124569444454
