date,soc_initial,soc_terminal,plan_cost,emergency_cost,total_cost,plan_energy,emergency_energy,curtailment_energy
2025-03-31,6263.496363244627,6267.73894398935,37965.252004687296,0.0,37965.252004687296,63560.389149502356,0.0,2880.4134287968495
2025-04-01,6267.73894398935,6300.035452381227,39224.57316003405,0.0,39224.57316003405,63988.243734196796,0.0,117.27224676843845
2025-04-02,6300.035452381227,6300.078484804487,38404.05525813802,5045.7176160779745,43449.772874215996,64018.16133866772,950.4471505384757,477.102501720302
2025-04-03,6300.078484804487,6307.035014889395,38398.740956565074,0.0,38398.740956565074,64114.33613667902,0.0,3909.7128319481353
2025-04-04,6307.035014889395,6412.80686253575,10953.25946675607,0.0,10953.25946675607,28826.39027234171,0.0,19182.565955096157
2025-04-05,6412.80686253575,6455.275133822089,11452.834152504885,0.0,11452.834152504885,29528.935848142763,0.0,14165.09634946546
2025-04-06,6455.275133822089,6464.482243420256,37061.23053376313,0.0,37061.23053376313,61977.82035834507,0.0,3691.178067531304
2025-04-07,6464.482243420256,6464.61614905124,36251.26437120718,0.0,36251.26437120718,61428.67521482617,0.0,4458.054803522987
2025-04-08,6464.61614905124,6464.61614905124,36534.73831092911,0.2884961523350679,36535.02680708145,61751.9692769544,0.04250716845956504,3377.5022270808486
2025-04-09,6464.61614905124,6464.61614905124,36555.01689750888,9607.65066964443,46162.667567153316,61392.65709488265,1480.2364029624384,13.824821910351565
2025-04-10,6464.61614905124,6517.859752672664,36367.46882443885,0.0,36367.46882443885,61572.15587167847,0.0,2929.2932251365933
2025-04-11,6517.859752672664,6643.161033795724,10864.383928491168,0.0,10864.383928491168,29313.334220862016,0.0,20242.526539232706
2025-04-12,6643.161033795724,6737.5464200243205,10537.668399779357,0.0,10537.668399779357,28671.56988638916,0.0,15941.473862021237
2025-04-13,6737.5464200243205,6767.956451934635,35728.08802071805,0.0,35728.08802071805,60251.71280737844,0.0,1778.6334990373073
2025-04-14,6767.956451934635,6809.903996280796,35436.79730892602,0.0,35436.79730892602,60527.67426949452,0.0,4013.5232515410376
2025-04-15,6809.903996280796,6857.923982318233,34546.3132269961,0.0,34546.3132269961,59487.865738611625,0.0,5350.705572573213
2025-04-16,6857.923982318233,6857.923982318233,35449.57778665415,392.30992454427445,35841.88771119842,59661.144860660796,57.5234493466678,42.626499559629565
2025-04-17,6857.923982318233,6870.83796389928,34650.98175636867,0.0,34650.98175636867,59176.16057339256,0.0,2484.4793478981337
2025-04-18,6870.83796389928,7031.948392732416,10199.594814174263,0.0,10199.594814174263,27685.67048740873,0.0,17752.098352880213
2025-04-19,7031.948392732416,7197.357307618914,10252.230082694008,0.0,10252.230082694008,27545.421413947966,0.0,17463.016303195538
2025-04-20,7197.357307618914,7246.555361405617,34007.44216180507,0.0,34007.44216180507,58057.75312458904,0.0,2205.0959888500283
2025-04-21,7246.555361405617,7376.954521302076,34376.8487745286,0.0,34376.8487745286,59404.04619474715,0.0,6949.510693692825
2025-04-22,7376.954521302076,7399.850099329247,34252.32960992745,0.0,34252.32960992745,57994.65741667178,0.0,2039.7750230901202
2025-04-23,7399.850099329247,7425.059549691653,34096.03581544406,0.0,34096.03581544406,58089.25507087975,0.0,2883.4621948363147
2025-04-24,7425.059549691653,7534.0715968124805,33600.85980375951,0.0,33600.85980375951,57234.95982568363,0.0,6389.613953624322
2025-04-25,7534.0715968124805,7734.310652368038,9746.844486079315,0.0,9746.844486079315,27445.327008421067,0.0,21610.34136110447
2025-04-26,7734.310652368038,7853.651658102808,10125.200371666344,0.0,10125.200371666344,27635.31808338178,0.0,23731.09890345281
2025-04-27,7853.651658102808,7853.651658102808,32155.00810220511,147.85989136419812,32302.867993569307,55550.89537272438,22.537899758280332,2903.8883324167127
2025-04-28,7853.651658102808,7853.651658102808,32784.67818558885,27254.913643777625,60039.59182936647,55294.4123636015,4236.5346585169145,43.33406625720984
2025-04-29,7853.651658102808,7853.651658102808,32806.97317596755,331.41395307109076,33138.38712903864,57187.26046479613,50.07765987777134,6057.426996042524
2025-04-30,7853.651658102808,7855.360542053426,32979.57939162934,0.0,32979.57939162934,56957.697769079154,0.0,5310.905710713307
2025-05-01,7855.360542053426,8015.897225325032,36606.108613664226,0.0,36606.108613664226,59868.32089716176,0.0,4459.364060890957
2025-05-02,8015.897225325032,8015.897225325032,12511.427516567226,468.0030150399999,12979.430531607226,30146.331351018547,86.98940799999997,12215.45907277092
2025-05-03,8015.897225325032,8212.788490271272,12465.824374705837,0.0,12465.824374705837,29963.935752723588,0.0,17330.37026582548
2025-05-04,8212.788490271272,8250.80095878979,37027.230372930055,0.0,37027.230372930055,59508.08921274691,0.0,4214.7618939015065
2025-05-05,8250.80095878979,8250.80095878979,36457.141544184284,827.3010036885776,37284.44254787286,59509.442511994006,132.77526512303749,378.31052632386036
2025-05-06,8250.80095878979,8292.98854804905,38323.077011153146,0.0,38323.077011153146,62277.89863876549,0.0,5199.379240328859
2025-05-07,8292.98854804905,8293.403899900904,38222.894753919114,0.0,38222.894753919114,61728.07559612728,0.0,2847.143328999944
2025-05-08,8293.403899900904,8491.516086999669,37806.142260702356,0.0,37806.142260702356,61037.1462062949,0.0,1250.6586036529686
2025-05-09,8491.516086999669,8799.691282555224,12397.966106932092,0.0,12397.966106932092,30056.83534437876,0.0,17667.085244499314
2025-05-10,8799.691282555224,9126.405806485931,12989.472664041836,0.0,12989.472664041836,30803.844185384052,0.0,14758.727859953533
2025-05-11,9126.405806485931,9198.391490374821,39080.02771910858,0.0,39080.02771910858,63064.54736431101,0.0,3887.1077807734855
2025-05-12,9198.391490374821,9259.41074963408,39018.162658059584,0.0,39018.162658059584,63110.657740057315,0.0,8013.604966521303
2025-05-13,9259.41074963408,9329.615835189637,37996.702515076024,0.0,37996.702515076024,62795.32910808659,0.0,5545.131663169894
2025-05-14,9329.615835189637,9473.567948320151,37694.56799932622,0.0,37694.56799932622,62705.26625223132,0.0,5827.859464284247
2025-05-15,9473.567948320151,9495.019059431263,37451.57020959568,0.0,37451.57020959568,61503.40381526236,0.0,4929.159527367127
2025-05-16,9495.019059431263,9849.188904228438,12267.017939725793,0.0,12267.017939725793,30023.38109556135,0.0,23274.314080270426
2025-05-17,9849.188904228438,10119.338886803398,12794.377416971794,0.0,12794.377416971794,30628.602588023183,0.0,15978.756191015873
2025-05-18,10119.338886803398,10209.291514951547,37373.00209855675,0.0,37373.00209855675,61933.66848964816,0.0,4398.941796406038
2025-05-19,10209.291514951547,10214.550274210806,36729.65178514233,0.0,36729.65178514233,61366.69950490344,0.0,10287.765735259653
2025-05-20,10214.550274210806,10220.574348284881,36806.2892983808,0.0,36806.2892983808,61295.364167320186,0.0,2657.945580921015
2025-05-21,10220.574348284881,10449.542665903928,37114.958727694066,0.0,37114.958727694066,60933.09883061016,0.0,5930.47124695014
2025-05-22,10449.542665903928,10694.80475308432,36570.1044988356,0.0,36570.1044988356,60296.69147289024,0.0,5773.396251794227
2025-05-23,10694.80475308432,10800.0,11849.489938671511,0.0,11849.489938671511,29837.463978035412,0.0,19203.309417768392
2025-05-24,10800.0,10800.0,12318.044665923477,0.0,12318.044665923477,29794.16640156038,0.0,22041.131773076624
2025-05-25,10800.0,10800.0,36610.894259939145,0.0,36610.894259939145,60290.278257065154,0.0,8020.091736783475
2025-05-26,10800.0,10800.0,35576.94409800788,280.8072053559166,35857.751303363795,58735.21432140384,42.58848947537979,249.92989598177508
2025-05-27,10800.0,10800.0,36353.287032302746,0.0,36353.287032302746,60279.843722239406,0.0,7209.797927503421
2025-05-28,10800.0,10800.0,36222.82133816459,0.0,36222.82133816459,59935.96621889152,0.0,3627.3613090331105
2025-05-29,10800.0,10800.0,36624.10555012701,0.0,36624.10555012701,59987.29448195892,0.0,2012.3593205878958
2025-05-30,10800.0,10800.0,11982.153598358878,0.0,11982.153598358878,29126.59730085802,0.0,18493.627219094647
2025-05-31,10800.0,10800.0,11831.104792463379,0.0,11831.104792463379,29974.550240713033,0.0,17420.386589376834
2025-06-01,10800.0,10800.0,47468.44056598982,36419.03443392393,83887.47499991374,69196.82771563537,5326.67479977143,231.93846095237973
2025-06-02,10800.0,10800.0,47978.86437551379,16639.40533391847,64618.26970943226,71740.33231539563,2421.803995452394,1243.1554357142859
2025-06-03,10800.0,10800.0,49189.084928187236,0.0,49189.084928187236,72843.58528126424,0.0,234.06785125530962
2025-06-04,10800.0,10800.0,50941.3465383602,0.0,50941.3465383602,75502.88665807879,0.0,1481.5132551469756
2025-06-05,10800.0,10800.0,52276.69724427719,0.0,52276.69724427719,76983.4325247784,0.0,839.9756227029641
2025-06-06,10800.0,10800.0,19119.576424630723,2074.1138978906934,21193.690322521416,37717.123570720636,335.26451109523856,2851.217892599946
2025-06-07,10800.0,10800.0,20106.521461893542,0.0,20106.521461893542,39689.95147288784,0.0,4354.604443815406
2025-06-08,10800.0,10800.0,58959.83707173054,0.0,58959.83707173054,86123.63500866221,0.0,17467.114943621396
2025-06-09,10800.0,10800.0,59029.849226924365,0.0,59029.849226924365,85000.44917149248,0.0,10146.724025102887
2025-06-10,10800.0,10800.0,55699.46436198162,0.0,55699.46436198162,81721.60989382889,0.0,5836.618055765046
2025-06-11,10800.0,10800.0,56837.70291472799,0.0,56837.70291472799,83281.33681106835,0.0,2048.3831338407113
2025-06-12,10800.0,10800.0,57800.18635642795,0.0,57800.18635642795,83876.74352821824,0.0,7055.756281055254
2025-06-13,10800.0,10800.0,19361.898603786525,0.0,19361.898603786525,38221.51590106302,0.0,5873.600342798357
2025-06-14,10800.0,10800.0,20334.882219953484,0.0,20334.882219953484,39014.31391875072,0.0,8987.06555484127
2025-06-15,10800.0,10800.0,56937.62019694077,0.0,56937.62019694077,82793.651904537,0.0,8219.098463403863
2025-06-16,10800.0,10800.0,58435.560706745906,0.0,58435.560706745906,84073.80893131421,0.0,7369.81641206349
2025-06-17,10800.0,10800.0,57987.817594582986,0.0,57987.817594582986,84157.71431018953,0.0,5110.18740117577
2025-06-18,10800.0,10800.0,58372.5689206803,0.0,58372.5689206803,84173.57977244371,0.0,9588.249129282769
2025-06-19,10800.0,10800.0,57417.931623185184,0.0,57417.931623185184,84128.70278810707,0.0,11861.941768646542
2025-06-20,10800.0,10800.0,18498.632864597377,0.0,18498.632864597377,37290.93546155369,0.0,11083.980636937096
2025-06-21,10800.0,10800.0,18084.143382405993,0.0,18084.143382405993,37610.64600466139,0.0,14057.324869823628
2025-06-22,10800.0,10800.0,54716.05013200038,0.0,54716.05013200038,81252.82705615432,0.0,9334.323983109936
2025-06-23,10800.0,10800.0,54499.674193866726,0.0,54499.674193866726,80576.49213138009,0.0,9541.443085701092
2025-06-24,10800.0,10800.0,55888.574067109366,7573.821730752136,63462.3957978615,80599.72639074788,1073.9965601904821,336.8194576190442
2025-06-25,10800.0,10800.0,54456.72788380872,0.0,54456.72788380872,80189.36670189559,0.0,5546.1413998956705
2025-06-26,10800.0,10800.0,53919.408320143935,0.0,53919.408320143935,80783.71208187271,0.0,9000.926301008509
2025-06-27,10800.0,10800.0,17238.35807159492,0.0,17238.35807159492,36063.73365900487,0.0,12019.346353045274
2025-06-28,10800.0,10800.0,17670.86580572854,0.0,17670.86580572854,36484.24560296365,0.0,10613.664303201753
2025-06-29,10800.0,10800.0,54451.7606549386,0.0,54451.7606549386,80087.09971331878,0.0,6750.951153835962
2025-06-30,10800.0,10800.0,52050.82711786376,0.0,52050.82711786376,78153.38157626531,0.0,3798.465356055264
2025-07-01,10800.0,10800.0,70219.9993866715,0.0,70219.9993866715,94454.88258264976,0.0,11450.038213198122
2025-07-02,10800.0,10800.0,67716.2264327792,0.0,67716.2264327792,91479.47253435646,0.0,15297.533313833734
2025-07-03,10800.0,10800.0,67870.04438098602,0.0,67870.04438098602,89494.19448918715,0.0,5827.302696078779
2025-07-04,10800.0,10800.0,26184.397296601037,0.0,26184.397296601037,45724.396297370615,0.0,12529.65368302763
2025-07-05,10800.0,10800.0,25268.324752062374,0.0,25268.324752062374,45380.94848518211,0.0,12022.777816255148
2025-07-06,10800.0,10800.0,64142.51262140771,13325.141274396832,77467.65389580454,85699.14439410242,1530.8046528904747,3234.470111087595
2025-07-07,10800.0,10800.0,62444.23409682965,0.0,62444.23409682965,85016.51297868107,0.0,7958.935930787767
2025-07-08,10800.0,10800.0,61442.29264919275,3094.748796014922,64537.04144520767,83107.11222437082,353.54415902381015,3175.555121487365
2025-07-09,10800.0,10800.0,60474.85501728588,0.0,60474.85501728588,82138.34369604061,0.0,3499.0863086419704
2025-07-10,10800.0,10800.0,60570.866030423276,0.0,60570.866030423276,82089.50041832778,0.0,4863.367054191656
2025-07-11,10800.0,10800.0,25344.103876058787,362.71723796292815,25706.821114021714,43598.43499564544,112.06000759047606,6977.492059584303
2025-07-12,10800.0,10800.0,24963.21878940102,0.0,24963.21878940102,43954.29294101376,0.0,8450.555662351557
2025-07-13,10800.0,10800.0,58596.604718166906,0.0,58596.604718166906,81860.02673654846,0.0,7988.6802546443205
2025-07-14,10800.0,10800.0,59535.34819312116,0.0,59535.34819312116,81329.26736746114,0.0,5210.901300884655
2025-07-15,10800.0,10800.0,58130.86930394539,0.0,58130.86930394539,79448.24946425084,0.0,2476.6785160493805
2025-07-16,10800.0,10800.0,59383.29624429022,0.0,59383.29624429022,79816.32292515095,0.0,3613.9339073192355
2025-07-17,10800.0,10800.0,57814.73951253643,2455.0051004039483,60269.744612940376,79125.07865622605,287.2694945476186,1875.486202586718
2025-07-18,10800.0,10800.0,23732.491586161203,0.0,23732.491586161203,42816.5731600119,0.0,6908.721717607289
2025-07-19,10800.0,10800.0,24416.74445061401,0.0,24416.74445061401,43546.45385314223,0.0,11967.056396372729
2025-07-20,10800.0,10800.0,56605.77652189044,0.0,56605.77652189044,78090.06909128456,0.0,1468.902174832459
2025-07-21,10800.0,10800.0,57959.865745106465,4436.8531520657625,62396.71889717223,78051.457323832,512.4274588053083,373.2531295950381
2025-07-22,10800.0,10800.0,58861.88828376774,0.0,58861.88828376774,80586.08705339454,0.0,2079.478695044084
2025-07-23,10800.0,10800.0,58762.06929948749,213.36269685236562,58975.43199633986,80309.38251592338,25.52185369047436,1719.3895960023551
2025-07-24,10800.0,10800.0,58854.092592826346,5925.807242917587,64779.899835743934,80425.33239055093,691.9034669761909,3511.2729032039874
2025-07-25,10800.0,10800.0,23947.929713895806,0.0,23947.929713895806,42553.20480846345,0.0,11750.249979188711
2025-07-26,10800.0,10800.0,24119.047951202374,0.0,24119.047951202374,42655.03186691442,0.0,9998.203915460437
2025-07-27,10800.0,10800.0,58065.3466886516,2719.5339104250015,60784.880599076605,79473.1032855988,495.8826833333335,1718.0786174603058
2025-07-28,10800.0,10800.0,59135.544381410175,18887.52894924801,78023.07333065818,80175.29922744914,2229.8640125366755,118.72913714285642
2025-07-29,10800.0,10800.0,59384.59848992253,0.0,59384.59848992253,81200.6031913116,0.0,487.6592687536812
2025-07-30,10800.0,10800.0,61094.90207424282,0.0,61094.90207424282,82845.58705810747,0.0,4247.224863409753
2025-07-31,10800.0,10800.0,59718.447584052235,0.0,59718.447584052235,81927.13052658274,0.0,2577.2957569885207
2025-08-01,10800.0,10800.0,24408.465972917093,0.0,24408.465972917093,43667.24023440304,0.0,18131.908356910644
2025-08-02,10800.0,10800.0,23502.601296680827,0.0,23502.601296680827,42519.51045393462,0.0,17233.481623912405
2025-08-03,10800.0,10800.0,57794.43122300097,0.0,57794.43122300097,81045.12030460674,0.0,14638.675421208103
2025-08-04,10800.0,10800.0,57088.46793880436,0.0,57088.46793880436,79862.80051482716,0.0,10631.481185640798
2025-08-05,10800.0,10800.0,54713.00779207446,0.0,54713.00779207446,76749.88345476106,0.0,7269.446760078388
2025-08-06,10800.0,10800.0,54592.1192394321,6421.619341689629,61013.738581121725,74758.9199035828,750.3644942380964,3331.0686471487343
2025-08-07,10800.0,10800.0,54374.185658421775,0.0,54374.185658421775,76142.95071772509,0.0,8493.025353400344
2025-08-08,10800.0,10800.0,22636.3874955883,0.0,22636.3874955883,41436.29002634488,0.0,21130.539217441707
2025-08-09,10800.0,10800.0,22778.62443613197,0.0,22778.62443613197,41414.500965443855,0.0,18002.638024897904
2025-08-10,10800.0,10800.0,54514.86149381812,0.0,54514.86149381812,74896.16036934189,0.0,5551.446229709005
2025-08-11,10800.0,10800.0,52185.48788936324,0.0,52185.48788936324,73169.5561434199,0.0,3825.1332328167696
2025-08-12,10800.0,10800.0,53356.57211683232,3472.0452340326224,56828.617350864944,72199.08341460457,414.2510569746015,1089.9631774005425
2025-08-13,10800.0,10800.0,53497.79418672675,0.0,53497.79418672675,74094.02655390758,0.0,4103.820382538609
2025-08-14,10800.0,10800.0,53483.82136547768,9.905026722065859,53493.726392199744,73832.665762065,1.1395566868460492,3258.742008859067
2025-08-15,10800.0,10800.0,22648.0836710093,108.55361466900852,22756.63728567831,40702.3159516749,36.71693376255996,19523.863964998673
2025-08-16,10800.0,10800.0,22603.68533435414,151.11259366843825,22754.797928022577,40960.83008737036,23.59659488888792,19847.722321352194
2025-08-17,10800.0,10800.0,53572.363332427056,0.0,53572.363332427056,74424.42113372267,0.0,7088.184775610418
2025-08-18,10800.0,10800.0,52422.41426077661,501.8185228396575,52924.232783616266,72379.93251902392,56.97303846953423,3642.293236236004
2025-08-19,10800.0,10800.0,52296.3998235225,0.0,52296.3998235225,71869.4626989032,0.0,3445.113810501969
2025-08-20,10800.0,10800.0,53998.464702485726,11811.758879169545,65810.22358165527,73487.03967162284,1551.1262435000135,0.0
2025-08-21,10800.0,10800.0,53166.51594666234,51.19797351024055,53217.71392017258,73350.54113524323,5.968173166665565,3880.9930054869883
2025-08-22,10800.0,10800.0,23065.28814190405,0.0,23065.28814190405,42008.714851669,0.0,16323.653050288067
2025-08-23,10800.0,10800.0,22233.542906602263,0.0,22233.542906602263,41504.47971271359,0.0,14500.840525987645
2025-08-24,10800.0,10800.0,53287.52202524511,536.15703829493,53823.67906354004,73555.77500975257,62.80023874611186,5766.578927746916
2025-08-25,10800.0,10800.0,52885.54842491795,16764.80181761089,69650.35024252883,72975.8868192469,1976.9069743677564,72.91468022222443
2025-08-26,10800.0,10800.0,52442.0105322446,1187.8879497166972,53629.8984819613,73776.53087634184,140.86184628444175,3674.746495519902
2025-08-27,10800.0,10800.0,52235.50213974446,6035.880376364924,58271.382516109385,72670.20630551537,707.6891049788866,887.7409050356704
2025-08-28,10800.0,10800.0,52821.81793740542,13630.49779235668,66452.31572976211,73382.30542920224,1649.1295169276304,11.335575888888343
2025-08-29,10800.0,10800.0,22406.67595273805,1648.47685658701,24055.15280932506,40726.602318498895,428.71483094735663,14382.720910812917
2025-08-30,10800.0,10800.0,23187.591432307032,0.0,23187.591432307032,41459.222422542036,0.0,18986.02248418951
2025-08-31,10800.0,10800.0,51659.795809936986,547.2653074753172,52207.061117412304,72223.3858350261,64.25564253555444,1156.7592096995913
2025-09-01,10800.0,10800.0,37592.95822744122,395.16248304529034,37988.12071048651,60038.50240515155,57.814554944446286,2785.8367141289345
2025-09-02,10800.0,10800.0,38036.79443137141,42.46759729473753,38079.26202866615,60773.711659368746,9.217058555558879,2484.2319214828594
2025-09-03,10800.0,10800.0,39466.587382514495,4846.684409914511,44313.271792429005,61239.16577222097,701.0971227997267,2371.39993007545
2025-09-04,10800.0,10800.0,38763.304463345165,5477.499184291324,44240.80364763649,61459.55699244033,785.3608408188866,4033.4807836680484
2025-09-05,10800.0,10800.0,14188.81634987694,0.0,14188.81634987694,31934.631801350115,0.0,21114.83678097852
2025-09-06,10800.0,10800.0,13973.292116766945,0.0,13973.292116766945,32366.883558129368,0.0,20456.06403903292
2025-09-07,10800.0,10800.0,38531.61172495703,0.0,38531.61172495703,61826.55834520233,0.0,2514.1110994787455
2025-09-08,10800.0,10800.0,39907.96046281084,7955.635383269996,47863.59584608084,62537.672855850644,1207.8425252277016,394.46712186007824
